sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class
Male,20-39,*,Never-married,Higher education,North America,*,Other,<=50K
Male,*,White,Married-civ-spouse,Higher education,*,Non-Government,Nontechnical,<=50K
Male,*,*,spouse not present,HS-grad,United-States,*,*,<=50K
Male,*,*,Married-civ-spouse,High School,United-States,Non-Government,*,<=50K
Female,*,*,Married-civ-spouse,*,*,*,*,<=50K
Female,20-39,White,*,*,United-States,Private,Exec-managerial,<=50K
Female,40-59,*,*,*,*,Non-Government,*,<=50K
Male,40-59,White,Married-civ-spouse,High School,United-States,Self-emp-not-inc,Nontechnical,>50K
Female,20-39,White,spouse not present,Higher education,United-States,Non-Government,*,>50K
Male,*,White,Married-civ-spouse,Higher education,*,Non-Government,Nontechnical,>50K
Male,20-39,*,Married-civ-spouse,Higher education,North America,Non-Government,Nontechnical,>50K
Male,*,Asian-Pac-Islander,Married-civ-spouse,*,Asia,*,*,>50K
Female,20-39,White,Never-married,Undergraduate,*,Private,Adm-clerical,<=50K
*,30-39,Black,Never-married,Higher education,*,Private,*,<=50K
Male,20-39,*,*,High School,North America,Private,Other,<=50K
Male,*,White,spouse not present,HS-grad,United-States,Non-Government,*,<=50K
*,*,White,spouse not present,*,North America,Non-Government,*,<=50K
Male,20-39,White,Married-civ-spouse,High School,United-States,Private,Nontechnical,<=50K
Female,40-59,*,Divorced,Higher education,United-States,Non-Government,*,>50K
Male,30-39,White,Married-civ-spouse,Graduate,North America,Private,Prof-specialty,>50K
Female,40-59,Black,*,High School,United-States,*,*,<=50K
Male,*,*,Married-civ-spouse,*,*,*,*,<=50K
Male,40-59,*,Married-civ-spouse,*,North America,Private,Other,<=50K
Female,*,*,Divorced,High School,*,Non-Government,*,<=50K
Male,40-59,White,Married-civ-spouse,Undergraduate,United-States,Government,*,>50K
Male,15-19,*,Never-married,High School,United-States,Private,Craft-repair,<=50K
Male,*,*,spouse not present,HS-grad,United-States,*,*,<=50K
Male,40-59,*,*,High School,North America,Non-Government,Technical,<=50K
Male,20-29,White,Never-married,Higher education,*,Government,*,<=50K
Male,*,*,*,*,*,Non-Government,*,<=50K
Male,40-59,White,Divorced,Bachelors,United-States,Private,Nontechnical,<=50K
Male,20-39,*,*,Higher education,North America,*,*,<=50K
Male,*,Black,*,*,*,Government,*,<=50K
Male,40-59,White,spouse not present,High School,North America,Non-Government,*,<=50K
Male,20-39,White,Never-married,Higher education,North America,Non-Government,*,<=50K
*,*,White,*,High School,*,Non-Government,*,<=50K
Male,40-49,White,Married-civ-spouse,Higher education,United-States,Non-Government,Technical,<=50K
Male,*,*,Married-civ-spouse,*,*,Non-Government,*,<=50K
Male,40-59,White,Married-civ-spouse,Higher education,North America,Non-Government,Prof-specialty,<=50K
Male,20-29,White,Married-civ-spouse,Undergraduate,United-States,Private,Tech-support,<=50K
Female,40-49,White,*,*,United-States,Private,Other,<=50K
*,20-39,White,Never-married,*,United-States,Non-Government,*,<=50K
Male,40-59,*,Married-civ-spouse,Higher education,*,*,Technical,>50K
Male,50-54,White,Married-civ-spouse,HS-grad,United-States,Private,Technical,<=50K
Female,40-59,White,spouse not present,Higher education,*,Non-Government,Nontechnical,<=50K
Male,40-59,White,Married-civ-spouse,Higher education,North America,Government,Technical,<=50K
Male,20-39,White,Never-married,*,United-States,Non-Government,Technical,<=50K
Female,20-39,*,*,Undergraduate,*,*,*,<=50K
Female,40-59,White,Married-civ-spouse,Higher education,*,Private,*,>50K
Male,*,*,*,*,United-States,Government,Nontechnical,>50K
Male,40-59,White,spouse not present,HS-grad,United-States,Non-Government,Nontechnical,<=50K
Male,40-49,White,Married-civ-spouse,Undergraduate,United-States,Private,Tech-support,>50K
Male,*,*,Married-civ-spouse,Primary School,North America,Non-Government,Technical,<=50K
Male,*,White,Married-civ-spouse,*,*,*,*,<=50K
Male,40-59,*,Married-civ-spouse,*,North America,Private,Other,<=50K
Male,*,*,Married-civ-spouse,*,*,*,*,<=50K
Male,*,*,Married-civ-spouse,Undergraduate,United-States,Non-Government,Nontechnical,<=50K
Male,40-59,*,Married-civ-spouse,*,North America,Private,Other,<=50K
Male,40-59,White,Married-civ-spouse,Higher education,United-States,Non-Government,Technical,>50K
Male,20-39,White,Divorced,Undergraduate,United-States,Private,*,<=50K
Male,*,*,Married-civ-spouse,*,*,*,*,<=50K
Female,20-29,White,Divorced,Some-college,United-States,Non-Government,Adm-clerical,<=50K
Female,*,*,Married-civ-spouse,HS-grad,*,Private,Other,>50K
Male,*,White,Married-civ-spouse,Higher education,*,Non-Government,Nontechnical,>50K
Male,*,*,Never-married,Some-college,United-States,Non-Government,Technical,<=50K
Female,*,Black,*,Higher education,United-States,*,Nontechnical,<=50K
Male,20-39,White,*,Higher education,United-States,Non-Government,Nontechnical,>50K
Male,20-39,White,Never-married,Higher education,North America,Non-Government,*,<=50K
Male,60-79,White,Married-civ-spouse,Higher education,United-States,*,*,<=50K
Male,20-39,*,spouse not present,High School,North America,Private,Other,<=50K
Male,20-39,White,Married-civ-spouse,Higher education,United-States,Non-Government,Other,<=50K
Female,*,White,spouse not present,High School,North America,*,*,<=50K
Male,*,*,Married-civ-spouse,*,United-States,Local-gov,*,<=50K
Male,*,White,spouse not present,High School,United-States,*,*,<=50K
Male,40-59,White,*,*,North America,*,Other,<=50K
Female,40-59,White,Married-civ-spouse,*,*,Non-Government,Other,<=50K
Male,55-59,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K
Female,*,*,Divorced,High School,*,Non-Government,*,>50K
Female,*,*,Divorced,High School,*,Non-Government,*,<=50K
Male,40-49,White,Married-civ-spouse,HS-grad,North America,*,Protective-serv,>50K
Male,30-34,White,*,Higher education,United-States,Private,Technical,<=50K
*,20-39,White,Never-married,*,United-States,Non-Government,*,<=50K
Female,*,White,Never-married,Higher education,United-States,Government,*,>50K
Male,40-59,White,Married-civ-spouse,Professional Education,North America,Private,Technical,<=50K
Female,20-39,*,spouse not present,*,*,Private,*,<=50K
Female,20-39,Black,spouse not present,Higher education,North America,Private,*,<=50K
Male,20-39,*,*,Higher education,North America,*,*,>50K
Male,20-39,*,spouse not present,Higher education,North America,*,*,<=50K
Male,*,White,Married-civ-spouse,Graduate,North America,Non-Government,Prof-specialty,>50K
Male,*,*,Married-civ-spouse,Undergraduate,United-States,Non-Government,Nontechnical,>50K
Female,40-59,White,spouse not present,Higher education,*,Non-Government,Nontechnical,<=50K
*,20-39,Black,spouse not present,High School,United-States,Government,*,<=50K
Male,60-79,White,Married-civ-spouse,Higher education,United-States,Non-Government,Nontechnical,>50K
Male,*,White,Married-civ-spouse,Higher education,*,Non-Government,Nontechnical,>50K
Female,40-59,White,spouse not present,*,*,Non-Government,*,<=50K
Female,15-19,*,Never-married,*,North America,Private,*,<=50K
Male,20-29,White,Never-married,*,North America,Private,Technical,<=50K
Male,*,*,Married-civ-spouse,*,*,*,*,>50K
*,20-39,White,Never-married,*,United-States,Non-Government,*,<=50K
Female,*,White,spouse not present,High School,North America,Government,*,<=50K
Male,40-49,White,Married-civ-spouse,HS-grad,North America,Private,*,<=50K
Male,20-29,*,Never-married,Higher education,*,Private,Nontechnical,<=50K
Male,30-39,White,Married-civ-spouse,Prof-school,United-States,Private,Prof-specialty,>50K
Male,40-59,White,*,High School,*,*,*,>50K
Female,20-39,White,Married-civ-spouse,Higher education,*,Non-Government,*,<=50K
Female,*,White,Never-married,High School,United-States,Private,Technical,<=50K
Male,40-59,White,Married-civ-spouse,High School,United-States,Private,Nontechnical,<=50K
Male,*,White,Married-civ-spouse,Higher education,*,Non-Government,Nontechnical,<=50K
*,40-59,*,*,Higher education,*,Government,*,>50K
Male,*,White,Married-civ-spouse,Higher education,*,Non-Government,Nontechnical,<=50K
*,*,White,spouse not present,*,North America,Non-Government,*,<=50K
Female,*,White,spouse not present,Some-college,North America,Private,Other,<=50K
Male,20-39,White,*,Higher education,United-States,Non-Government,Nontechnical,<=50K
Male,20-29,*,Never-married,Higher education,*,Private,Nontechnical,<=50K
Male,20-39,*,*,Higher education,North America,*,*,>50K
Male,*,*,spouse not present,*,United-States,Non-Government,Other,<=50K
Female,40-59,*,*,Higher education,North America,Non-Government,Nontechnical,>50K
Female,*,*,Never-married,Higher education,United-States,Private,*,<=50K
Male,20-39,White,Married-civ-spouse,Higher education,United-States,Non-Government,Other,>50K
Male,20-39,White,spouse not present,Undergraduate,United-States,Private,Technical,<=50K
Female,*,White,Never-married,Higher education,North America,Private,Nontechnical,<=50K
