sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class
Male,20-39,White,spouse not present,*,*,Government,Other,<=50K
Male,40-49,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Exec-managerial,<=50K
Male,30-39,White,Divorced,HS-grad,North America,Private,Handlers-cleaners,<=50K
Male,40-59,Black,Married-civ-spouse,*,*,Private,*,<=50K
Female,*,*,Married-civ-spouse,Undergraduate,North America,Private,Technical,<=50K
Female,20-39,*,Married-civ-spouse,Higher education,North America,Private,Nontechnical,<=50K
Female,*,Black,*,High School,North America,Private,Other,<=50K
Male,40-59,White,Married-civ-spouse,*,North America,Self-emp-not-inc,*,>50K
Female,20-39,White,Never-married,Graduate,United-States,Non-Government,Prof-specialty,>50K
Male,*,White,Married-civ-spouse,Undergraduate,United-States,Non-Government,Nontechnical,>50K
Male,*,Black,*,Higher education,United-States,*,Nontechnical,>50K
Male,20-39,Asian-Pac-Islander,Married-civ-spouse,Higher education,*,*,Technical,>50K
Female,20-39,White,Never-married,*,North America,Private,Other,<=50K
Male,20-39,Black,spouse not present,*,United-States,*,Nontechnical,<=50K
Male,*,*,Married-civ-spouse,High School,*,*,Other,<=50K
Male,20-29,White,Never-married,HS-grad,United-States,Self-emp-not-inc,Other,<=50K
Male,20-39,White,Never-married,HS-grad,North America,Private,Machine-op-inspct,<=50K
Male,*,White,Married-civ-spouse,High School,North America,Private,Nontechnical,<=50K
Female,40-59,White,*,Higher education,United-States,*,Exec-managerial,>50K
Male,*,*,Married-civ-spouse,*,*,Private,*,>50K
Female,*,*,*,High School,*,*,*,<=50K
Male,*,*,*,*,North America,Government,*,<=50K
Male,40-59,White,Married-civ-spouse,High School,United-States,Private,Transport-moving,<=50K
Female,40-59,White,spouse not present,High School,United-States,Private,Technical,<=50K
Male,50-59,White,Married-civ-spouse,Higher education,United-States,*,Technical,>50K
Male,*,White,spouse not present,HS-grad,North America,Private,*,<=50K
Male,*,*,spouse not present,HS-grad,*,Private,Nontechnical,<=50K
Male,*,*,Married-civ-spouse,*,United-States,Private,Technical,<=50K
Male,20-39,White,spouse not present,*,*,Government,Other,<=50K
Male,*,Black,Never-married,Undergraduate,United-States,*,*,<=50K
Male,*,*,spouse not present,*,*,Non-Government,Nontechnical,<=50K
Male,20-29,White,Married-civ-spouse,Higher education,United-States,Government,Other,<=50K
*,*,*,*,*,*,*,*,<=50K
Male,40-59,White,Never-married,High School,North America,Private,Technical,<=50K
Male,20-29,White,Never-married,Undergraduate,United-States,Private,Machine-op-inspct,<=50K
Female,*,White,spouse present,HS-grad,United-States,Private,*,<=50K
Male,45-49,White,*,Higher education,United-States,Non-Government,*,<=50K
Male,30-39,White,Married-civ-spouse,High School,United-States,Private,Technical,<=50K
Male,40-59,White,Married-civ-spouse,Higher education,United-States,Self-emp-not-inc,Prof-specialty,<=50K
Male,20-39,White,Married-civ-spouse,*,North America,Private,*,<=50K
Female,40-59,White,Separated,High School,North America,Non-Government,Other,<=50K
Male,25,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Male,*,*,Married-civ-spouse,Higher education,United-States,*,*,>50K
Male,*,*,Married-civ-spouse,*,United-States,Private,Technical,<=50K
Female,40-49,White,Divorced,Higher education,United-States,Private,Nontechnical,<=50K
Male,40-49,White,Married-civ-spouse,Professional Education,United-States,*,Craft-repair,<=50K
Male,20-39,White,Never-married,Professional Education,United-States,Private,Technical,<=50K
Female,20-39,*,Married-civ-spouse,Higher education,North America,Private,Nontechnical,<=50K
Female,40-59,White,Married-civ-spouse,Higher education,North America,Non-Government,Prof-specialty,>50K
Male,40-59,White,Divorced,Undergraduate,United-States,*,Nontechnical,>50K
Male,40-59,White,spouse not present,High School,United-States,Non-Government,*,<=50K
Male,40-49,White,Married-civ-spouse,Some-college,United-States,Private,Tech-support,>50K
Male,40-59,White,Married-civ-spouse,Primary School,North America,Non-Government,*,<=50K
Male,30-39,White,Married-civ-spouse,Higher education,North America,Private,Other-service,<=50K
Male,40-59,White,Married-civ-spouse,High School,United-States,Private,Other,<=50K
Male,*,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,25-29,White,Married-civ-spouse,Undergraduate,United-States,Private,Sales,<=50K
Male,45-49,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,<=50K
Male,40-44,White,Married-civ-spouse,Higher education,United-States,Private,Prof-specialty,>50K
Male,*,White,Divorced,Some-college,United-States,*,Technical,<=50K
*,*,White,Married-civ-spouse,High School,United-States,Private,Technical,<=50K
Female,*,White,Divorced,Higher education,*,Private,*,<=50K
Female,40-59,White,Married-civ-spouse,HS-grad,United-States,*,*,>50K
Male,40-59,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Exec-managerial,>50K
Male,*,*,Never-married,Undergraduate,United-States,Non-Government,Technical,<=50K
Female,20-39,*,*,Higher education,North America,Private,*,<=50K
Male,*,White,Married-civ-spouse,*,United-States,Non-Government,Nontechnical,>50K
Male,20-29,White,Never-married,Undergraduate,United-States,Private,Machine-op-inspct,<=50K
Male,60-79,White,Married-civ-spouse,Higher education,North America,Non-Government,Technical,<=50K
Male,20-39,White,Never-married,High School,Mexico,Private,Other,<=50K
Male,*,*,spouse present,Higher education,United-States,Non-Government,Other,<=50K
Female,*,*,Never-married,*,United-States,*,*,<=50K
Male,*,White,Married-civ-spouse,High School,United-States,Government,*,<=50K
*,15-19,*,spouse not present,HS-grad,North America,Private,*,<=50K
Male,40-59,White,*,*,North America,Non-Government,*,<=50K
Female,*,White,*,High School,North America,*,*,<=50K
Male,*,*,Married-civ-spouse,HS-grad,United-States,Private,*,<=50K
Female,40-59,White,spouse not present,HS-grad,United-States,Private,Craft-repair,>50K
Female,*,White,Divorced,HS-grad,United-States,*,Nontechnical,<=50K
Male,*,White,Married-civ-spouse,High School,United-States,Local-gov,Protective-serv,>50K
Male,*,*,Married-civ-spouse,*,*,Private,*,<=50K
Male,20-29,White,Never-married,High School,United-States,Private,Nontechnical,<=50K
Female,*,White,Never-married,*,North America,Government,Technical,>50K
Male,50-59,White,Married-civ-spouse,Higher education,United-States,Private,Prof-specialty,<=50K
Female,35-39,White,Divorced,Higher education,United-States,Private,Technical,<=50K
Female,*,*,spouse not present,Higher education,*,Private,*,<=50K
Male,20-39,*,Married-civ-spouse,*,*,*,Other,>50K
Male,*,*,spouse not present,Undergraduate,*,Government,Nontechnical,<=50K
Male,40-59,White,Married-civ-spouse,Graduate,United-States,Self-emp-not-inc,Technical,>50K
Male,35-39,White,Married-civ-spouse,Some-college,United-States,Private,Sales,>50K
Female,*,White,spouse not present,*,*,*,*,<=50K
Male,20-39,Black,Never-married,High School,United-States,*,*,<=50K
Male,60-79,White,*,Higher education,United-States,*,Nontechnical,>50K
Male,*,White,Married-civ-spouse,Undergraduate,United-States,Non-Government,Nontechnical,>50K
Female,40-59,White,spouse not present,*,North America,Non-Government,Technical,<=50K
*,20,White,spouse not present,*,United-States,Private,*,<=50K
Male,20-39,*,spouse not present,HS-grad,United-States,Private,Craft-repair,<=50K
Male,20-39,White,*,*,United-States,*,*,>50K
Male,20-29,White,Never-married,High School,United-States,Private,Nontechnical,<=50K
Female,*,*,spouse not present,HS-grad,United-States,Government,Adm-clerical,<=50K
Male,40-59,White,Married-civ-spouse,*,*,Private,Handlers-cleaners,<=50K
Male,20-39,White,Never-married,Undergraduate,United-States,Non-Government,Sales,<=50K
Male,20-39,White,Married-civ-spouse,*,North America,Private,*,>50K
Male,*,White,Married-civ-spouse,High School,North America,Self-emp-not-inc,Other,>50K
Female,*,White,*,Undergraduate,United-States,Non-Government,*,<=50K
Female,*,White,Never-married,High School,North America,Private,Technical,<=50K
Male,50-59,White,Married-civ-spouse,High School,United-States,Private,Nontechnical,<=50K
Male,50-59,White,Married-civ-spouse,Higher education,United-States,Self-emp-inc,Nontechnical,<=50K
*,40-59,Black,*,*,United-States,*,*,>50K
Male,40-59,White,Married-civ-spouse,Higher education,United-States,*,Nontechnical,<=50K
Male,20-39,*,spouse not present,HS-grad,United-States,Private,Craft-repair,<=50K
Female,20-24,White,Never-married,Some-college,United-States,Non-Government,*,<=50K
Male,35-39,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,<=50K
Male,20-39,*,spouse not present,Higher education,*,Private,*,<=50K
Male,20-39,White,*,Higher education,*,*,Prof-specialty,>50K
Male,*,*,spouse not present,*,United-States,*,Other,<=50K
Female,40-59,White,Married-civ-spouse,Higher education,United-States,Non-Government,*,>50K
Female,*,*,*,*,*,Private,Other,<=50K
Male,20-39,White,Married-civ-spouse,Higher education,United-States,Private,Other,>50K
Male,*,White,spouse not present,*,United-States,*,Technical,<=50K
Female,20-39,White,Never-married,*,North America,Private,*,<=50K
Female,20-39,*,spouse not present,High School,North America,Private,Other,<=50K
Male,20-39,White,*,*,United-States,*,*,<=50K
Male,35-39,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,<=50K
Female,40-59,*,spouse not present,*,*,Non-Government,Technical,<=50K
Male,*,*,Married-civ-spouse,Graduate,*,*,Technical,>50K
Male,40-49,White,Married-civ-spouse,HS-grad,United-States,Non-Government,*,<=50K
*,*,White,Married-civ-spouse,Higher education,*,Non-Government,Other,<=50K
Male,*,White,spouse not present,Higher education,United-States,Non-Government,*,<=50K
Male,40-59,*,Married-civ-spouse,Higher education,United-States,Non-Government,Technical,>50K
Male,60-69,White,Married-civ-spouse,HS-grad,United-States,Non-Government,Technical,<=50K
Female,20-29,White,Never-married,Some-college,North America,Private,Nontechnical,<=50K
Male,15-19,White,Never-married,Some-college,North America,Private,Other,<=50K
*,40-59,White,spouse not present,Higher education,United-States,*,Technical,>50K
Male,*,White,spouse not present,Undergraduate,United-States,Private,Technical,<=50K
Female,20-39,*,spouse not present,High School,North America,Private,Other,<=50K
Male,20-39,White,Married-civ-spouse,Undergraduate,United-States,Private,Other-service,<=50K
Female,*,White,spouse not present,HS-grad,*,Non-Government,Other,<=50K
Male,60-69,White,*,High School,United-States,Private,Technical,<=50K
Female,40-59,White,Divorced,Undergraduate,North America,Government,Adm-clerical,<=50K
Female,20-39,White,spouse not present,High School,North America,Private,Other,<=50K
Female,*,Asian-Pac-Islander,*,Higher education,*,Non-Government,*,<=50K
Male,20-39,*,spouse not present,HS-grad,United-States,Private,Craft-repair,<=50K
Male,40-49,White,Married-civ-spouse,HS-grad,United-States,Private,Technical,<=50K
Male,20-29,White,Never-married,Undergraduate,United-States,Private,Handlers-cleaners,<=50K
Male,*,Black,*,Undergraduate,United-States,Non-Government,*,<=50K
Male,*,White,spouse not present,HS-grad,North America,Private,*,<=50K
Male,*,Black,*,*,North America,Private,Other,<=50K
Female,20-39,*,spouse not present,High School,North America,Private,Other,<=50K
*,*,Asian-Pac-Islander,*,*,*,Non-Government,*,<=50K
*,*,*,spouse not present,*,*,*,Nontechnical,<=50K
Male,40-59,White,Married-civ-spouse,Masters,United-States,Self-emp-not-inc,Nontechnical,>50K
Female,*,White,Divorced,Higher education,*,Private,*,<=50K
Male,20-39,White,Never-married,*,North America,Government,*,<=50K
Male,*,*,*,*,United-States,Government,*,<=50K
Male,15-19,White,Never-married,*,North America,Private,Handlers-cleaners,<=50K
Female,*,*,spouse not present,Higher education,United-States,*,Prof-specialty,<=50K
Male,20-39,White,*,HS-grad,*,Non-Government,*,<=50K
Male,20-39,White,*,*,United-States,*,*,<=50K
Male,40-59,White,Married-civ-spouse,Higher education,United-States,*,Nontechnical,>50K
Male,20-39,White,Never-married,Bachelors,United-States,Private,Craft-repair,<=50K
Male,20-39,White,*,Higher education,*,*,Prof-specialty,>50K
