sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class
Male,20-39,White,Never-married,Higher education,North America,Government,Adm-clerical,<=50K
Male,40-49,White,Married-civ-spouse,Undergraduate,United-States,Self-emp-not-inc,Exec-managerial,<=50K
Male,20-39,White,Divorced,HS-grad,United-States,Private,Nontechnical,<=50K
Male,40-59,*,Married-civ-spouse,High School,United-States,Non-Government,*,<=50K
*,*,*,*,*,North America,Non-Government,*,<=50K
Female,20-39,White,Married-civ-spouse,Higher education,United-States,Non-Government,Nontechnical,<=50K
Female,40-59,Black,spouse not present,High School,North America,Private,Other-service,<=50K
Male,40-59,White,Married-civ-spouse,High School,United-States,Self-emp-not-inc,Nontechnical,>50K
Female,20-39,White,Never-married,Graduate,United-States,Private,Prof-specialty,>50K
Male,40-59,White,Married-civ-spouse,Undergraduate,United-States,Private,Exec-managerial,>50K
Male,20-39,Black,Married-civ-spouse,Undergraduate,United-States,Private,Nontechnical,>50K
Male,20-39,Asian-Pac-Islander,Married-civ-spouse,Higher education,Asia,*,Technical,>50K
Female,20-24,White,Never-married,Bachelors,United-States,Private,Adm-clerical,<=50K
*,*,*,Never-married,Higher education,North America,Non-Government,Nontechnical,<=50K
Male,20-39,*,Married-civ-spouse,High School,North America,Non-Government,Other,<=50K
Male,20-39,White,Never-married,High School,North America,Self-emp-not-inc,Other,<=50K
Male,30-34,White,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,20-39,White,Married-civ-spouse,11th,United-States,Private,Nontechnical,<=50K
Female,40-59,White,Divorced,Higher education,United-States,Non-Government,Nontechnical,>50K
Male,30-39,White,Married-civ-spouse,Graduate,North America,Non-Government,Prof-specialty,>50K
Female,40-59,Black,spouse not present,High School,United-States,Private,Other,<=50K
Male,*,*,*,*,*,Government,*,<=50K
Male,40-59,White,Married-civ-spouse,High School,United-States,Non-Government,Transport-moving,<=50K
Female,40-59,White,Divorced,HS-grad,United-States,Private,Technical,<=50K
Male,40-59,White,Married-civ-spouse,Higher education,North America,*,Technical,>50K
Male,15-19,White,Never-married,High School,United-States,Private,Technical,<=50K
Male,30-39,White,Divorced,HS-grad,United-States,Private,Exec-managerial,<=50K
Male,49,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,20-39,*,Never-married,Higher education,*,Local-gov,Other,<=50K
Male,15-19,Black,Never-married,*,North America,Private,*,<=50K
Male,40-59,*,Divorced,Undergraduate,United-States,Private,Exec-managerial,<=50K
Male,20-39,*,*,Higher education,United-States,Government,*,<=50K
*,*,*,*,*,United-States,*,Other,<=50K
*,*,*,*,High School,North America,Private,*,<=50K
Male,20-24,White,Never-married,Some-college,United-States,Private,Machine-op-inspct,<=50K
Female,15-19,White,*,HS-grad,North America,Private,Other,<=50K
Male,40-59,White,Married-civ-spouse,Professional Education,United-States,Non-Government,Technical,<=50K
Male,20-39,White,Married-civ-spouse,High School,North America,Private,Machine-op-inspct,<=50K
Male,40-59,White,Married-civ-spouse,Higher education,United-States,Non-Government,Technical,<=50K
Male,20-29,White,Married-civ-spouse,Undergraduate,United-States,Private,Tech-support,<=50K
Female,40-59,White,Separated,HS-grad,North America,Private,Adm-clerical,<=50K
Male,20-24,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Male,*,Black,Married-civ-spouse,*,North America,*,*,>50K
Male,50-54,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Female,40-59,White,Divorced,Graduate,United-States,Private,Nontechnical,<=50K
Male,40-49,White,Married-civ-spouse,Higher education,United-States,Government,Technical,<=50K
Male,20-39,White,Never-married,Professional Education,United-States,Private,Technical,<=50K
*,20-39,*,*,*,*,Private,*,<=50K
Female,40-59,White,Married-civ-spouse,Higher education,North America,Non-Government,Technical,>50K
Male,40-59,White,spouse not present,Higher education,United-States,Government,Nontechnical,>50K
Male,40-59,White,Divorced,HS-grad,United-States,Non-Government,Nontechnical,<=50K
Male,40-59,White,Married-civ-spouse,Undergraduate,United-States,Non-Government,Technical,>50K
Male,40-59,White,Married-civ-spouse,Primary School,North America,Non-Government,Technical,<=50K
Male,20-39,White,Married-civ-spouse,Higher education,North America,Private,Other,<=50K
Male,40-44,White,Married-civ-spouse,High School,United-States,Private,Adm-clerical,<=50K
Male,25-29,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,25-29,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,<=50K
Male,45-49,White,Married-civ-spouse,HS-grad,North America,Private,Transport-moving,<=50K
Male,40-49,White,Married-civ-spouse,Doctorate,United-States,Private,Prof-specialty,>50K
Male,20-39,White,Divorced,Some-college,United-States,Private,Technical,<=50K
Male,35-39,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Female,25-29,White,Divorced,Undergraduate,United-States,Private,Adm-clerical,<=50K
Female,40-59,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,>50K
Male,45-49,White,Married-civ-spouse,Undergraduate,United-States,Self-emp-inc,Exec-managerial,>50K
Male,15-19,White,Never-married,Some-college,United-States,Private,Technical,<=50K
Female,20-39,Black,spouse not present,*,United-States,Private,*,<=50K
Male,20-39,White,Married-civ-spouse,Higher education,United-States,Self-emp-not-inc,Nontechnical,>50K
Male,20-24,White,Never-married,Some-college,United-States,Private,Machine-op-inspct,<=50K
Male,*,White,*,Higher education,North America,Non-Government,*,<=50K
Male,20-29,White,Never-married,HS-grad,North America,Private,Other-service,<=50K
Male,20-39,White,Married-civ-spouse,Professional Education,United-States,Private,Adm-clerical,<=50K
Female,15-19,White,Never-married,11th,United-States,Private,Other-service,<=50K
*,20-39,White,Married-civ-spouse,*,United-States,*,*,<=50K
Male,15-19,White,Never-married,High School,North America,*,*,<=50K
Male,40-59,White,*,*,*,Non-Government,Other,<=50K
Female,40-59,White,Married-civ-spouse,High School,United-States,Private,Other-service,<=50K
Male,55-59,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K
Female,40-59,White,Divorced,HS-grad,United-States,Private,Technical,>50K
Female,50-59,White,Divorced,HS-grad,*,Private,Sales,<=50K
Male,*,*,Married-civ-spouse,*,North America,Government,Other,>50K
Male,30-34,White,Married-civ-spouse,Masters,United-States,Private,Prof-specialty,<=50K
Male,20-39,White,spouse not present,*,North America,Private,*,<=50K
Female,40-59,White,spouse not present,Higher education,North America,Government,Prof-specialty,>50K
Male,40-59,White,Married-civ-spouse,Professional Education,United-States,Private,Prof-specialty,<=50K
Female,20-39,White,Divorced,Undergraduate,United-States,Private,Technical,<=50K
Female,20-39,Black,spouse not present,Higher education,United-States,Private,Technical,<=50K
Male,20-39,White,Married-civ-spouse,Undergraduate,United-States,Government,Other,>50K
Male,20-39,White,Never-married,Undergraduate,United-States,Government,Nontechnical,<=50K
Male,40-59,White,Married-civ-spouse,Graduate,United-States,Self-emp-not-inc,Prof-specialty,>50K
Male,35-39,White,Married-civ-spouse,Some-college,United-States,Private,Sales,>50K
Female,40-59,White,Divorced,Higher education,*,Non-Government,Nontechnical,<=50K
Male,20-39,Black,Never-married,High School,United-States,*,Other,<=50K
Male,60-79,White,Married-civ-spouse,Higher education,United-States,Private,Nontechnical,>50K
Male,40-59,White,Married-civ-spouse,Undergraduate,United-States,Private,Exec-managerial,>50K
Female,40-49,White,Never-married,Graduate,United-States,Non-Government,Prof-specialty,<=50K
Female,15-19,White,Never-married,Some-college,United-States,Private,Technical,<=50K
Male,25-29,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K
Male,30-39,White,Married-civ-spouse,HS-grad,United-States,Non-Government,Technical,>50K
Male,20-39,White,Never-married,High School,North America,Private,Nontechnical,<=50K
Female,20-39,White,spouse not present,High School,United-States,Government,Other,<=50K
Male,*,White,Married-civ-spouse,High School,North America,Private,Nontechnical,<=50K
Male,20-24,White,Never-married,Bachelors,United-States,Private,Sales,<=50K
Male,30-39,White,Married-civ-spouse,Professional Education,United-States,Private,Prof-specialty,>50K
Male,*,White,Married-civ-spouse,High School,North America,Non-Government,*,>50K
Female,20-39,White,Married-civ-spouse,Undergraduate,United-States,Private,Sales,<=50K
Female,20-39,White,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,40-59,White,Married-civ-spouse,High School,United-States,Private,Nontechnical,<=50K
Male,50-59,White,Married-civ-spouse,Undergraduate,United-States,Non-Government,Sales,<=50K
Male,*,*,Married-civ-spouse,*,North America,Government,*,>50K
Male,50-54,White,Married-civ-spouse,Some-college,United-States,Private,Sales,<=50K
Male,20-24,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K
Female,21,White,Never-married,Some-college,United-States,Private,Other-service,<=50K
Male,35-39,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,<=50K
*,*,*,Never-married,Undergraduate,*,Private,Nontechnical,<=50K
Male,20-39,White,Married-civ-spouse,Bachelors,United-States,State-gov,Technical,>50K
*,*,*,*,*,United-States,*,Other,<=50K
Female,40-59,White,Married-civ-spouse,Undergraduate,North America,Non-Government,Nontechnical,>50K
Female,20,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K
Male,20-39,White,Married-civ-spouse,Higher education,United-States,Private,Adm-clerical,>50K
Male,30-39,White,Divorced,Undergraduate,*,Private,Technical,<=50K
Female,20-39,White,Never-married,Professional Education,United-States,Private,Sales,<=50K
Female,20-24,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Male,35-39,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Craft-repair,<=50K
Male,35-39,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,<=50K
*,*,*,spouse not present,Higher education,United-States,Non-Government,*,<=50K
Male,*,White,Married-civ-spouse,Higher education,*,*,Technical,>50K
Male,40-44,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Craft-repair,<=50K
Female,20-39,White,Married-civ-spouse,Professional Education,United-States,Private,Adm-clerical,<=50K
Male,15-19,White,Never-married,Some-college,United-States,Private,Sales,<=50K
Male,40-59,*,Married-civ-spouse,Higher education,United-States,Non-Government,Technical,>50K
Male,60-79,White,Married-civ-spouse,High School,United-States,Non-Government,Technical,<=50K
Female,25-29,White,Never-married,Some-college,United-States,Private,Sales,<=50K
Male,*,White,Never-married,*,North America,Non-Government,*,<=50K
Female,40-59,White,Never-married,Higher education,United-States,Private,Prof-specialty,>50K
Male,*,White,*,Higher education,North America,Non-Government,*,<=50K
Female,20-39,Black,spouse not present,High School,United-States,Private,*,<=50K
Male,20-39,White,Married-civ-spouse,Undergraduate,United-States,Private,Other-service,<=50K
Female,*,White,spouse not present,HS-grad,United-States,Non-Government,Other,<=50K
Male,60-64,White,Married-civ-spouse,High School,North America,Non-Government,Craft-repair,<=50K
Female,40-59,White,spouse not present,Higher education,North America,Government,Other,<=50K
Female,30-34,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K
Female,*,Asian-Pac-Islander,*,Higher education,*,Non-Government,Nontechnical,<=50K
Male,20-24,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K
Male,45-49,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,20-29,White,Never-married,Undergraduate,United-States,Private,Handlers-cleaners,<=50K
*,*,*,spouse not present,*,North America,Non-Government,*,<=50K
Male,20-29,White,Divorced,HS-grad,United-States,Private,Craft-repair,<=50K
Male,*,*,*,*,North America,Non-Government,*,<=50K
Female,20-24,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K
*,*,*,*,*,*,Non-Government,*,<=50K
Female,20-39,*,Never-married,*,*,Private,*,<=50K
Male,40-59,White,Married-civ-spouse,Graduate,United-States,Self-emp-not-inc,Nontechnical,>50K
Female,20-39,White,Divorced,Higher education,North America,Non-Government,Other,<=50K
Male,*,White,*,Higher education,United-States,Government,Exec-managerial,<=50K
*,*,*,*,*,*,Government,*,<=50K
Male,18,White,Never-married,11th,United-States,Private,Handlers-cleaners,<=50K
Female,60-79,White,spouse not present,Higher education,*,Government,Prof-specialty,<=50K
Male,25-29,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Male,*,White,Married-civ-spouse,High School,United-States,Government,Other,<=50K
Male,50-54,White,Married-civ-spouse,Some-college,United-States,Private,Sales,>50K
Male,20-29,White,Never-married,Undergraduate,United-States,Private,Craft-repair,<=50K
Male,20-39,White,Married-civ-spouse,Bachelors,United-States,State-gov,Technical,>50K
Female,20-29,White,spouse not present,High School,United-States,Private,Nontechnical,<=50K
Male,20-39,Black,spouse not present,High School,United-States,Private,Technical,<=50K
Male,*,Black,spouse not present,*,United-States,Non-Government,Nontechnical,<=50K
*,*,*,spouse not present,High School,North America,Non-Government,Other,<=50K
Male,33,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,<=50K
Male,*,*,Married-civ-spouse,Higher education,North America,Government,*,>50K
Female,40-44,White,Divorced,Some-college,United-States,Private,Adm-clerical,<=50K
Male,20-39,Black,Never-married,Undergraduate,United-States,Private,Technical,<=50K
Male,20-39,White,Married-civ-spouse,High School,North America,Private,Machine-op-inspct,>50K
Male,20-39,White,Married-civ-spouse,Higher education,North America,Government,Other,>50K
Male,20-39,Black,Married-civ-spouse,HS-grad,United-States,Private,Other,<=50K
Female,40-59,*,spouse not present,Higher education,*,Non-Government,*,<=50K
Female,20-39,White,Married-civ-spouse,Higher education,United-States,Non-Government,Prof-specialty,<=50K
Male,40-59,White,Married-civ-spouse,Graduate,United-States,Government,Prof-specialty,>50K
Female,20-39,Black,spouse not present,Higher education,United-States,Private,Technical,<=50K
Male,20-29,White,Married-civ-spouse,Some-college,United-States,Private,Machine-op-inspct,<=50K
Male,*,*,Married-civ-spouse,*,North America,Government,*,<=50K
Male,45-49,White,Married-civ-spouse,Undergraduate,United-States,Private,Tech-support,<=50K
Male,40-59,White,Married-civ-spouse,Higher education,*,Government,Technical,<=50K
Male,*,White,Married-civ-spouse,Primary School,North America,Private,Other,<=50K
Male,30-39,White,Divorced,Undergraduate,*,Private,Technical,<=50K
Female,20-39,White,spouse not present,Higher education,United-States,*,*,>50K
Male,30-34,White,Married-civ-spouse,Masters,United-States,Private,Prof-specialty,>50K
Male,*,White,*,*,United-States,Non-Government,Nontechnical,<=50K
Female,20-29,White,Never-married,Masters,United-States,Private,Prof-specialty,<=50K
Male,50-54,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
