sex,race,marital-status,education,native-country,workclass,occupation,salary-class
*,*,*,*,United-States,*,*,<=50K
Male,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Exec-managerial,<=50K
Male,White,Divorced,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Male,Black,Married-civ-spouse,High School,United-States,Private,Nontechnical,<=50K
Female,*,*,Higher education,*,Private,*,<=50K
Female,White,Married-civ-spouse,Graduate,United-States,Non-Government,Nontechnical,<=50K
Female,*,spouse not present,*,*,Private,*,<=50K
Male,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,>50K
Female,White,Never-married,Masters,United-States,Private,Prof-specialty,>50K
Male,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
Male,Black,Married-civ-spouse,Undergraduate,United-States,Private,Nontechnical,>50K
Male,Asian-Pac-Islander,*,Higher education,*,Government,*,>50K
Female,White,Never-married,Bachelors,United-States,Private,Adm-clerical,<=50K
Male,Black,Never-married,Higher education,North America,Non-Government,Nontechnical,<=50K
Male,*,Married-civ-spouse,*,North America,*,Other,<=50K
Male,White,Never-married,High School,United-States,Non-Government,Farming-fishing,<=50K
Male,White,Never-married,HS-grad,United-States,Private,Technical,<=50K
Male,White,Married-civ-spouse,11th,United-States,Private,Nontechnical,<=50K
Female,White,*,Higher education,United-States,Non-Government,*,>50K
Male,White,Married-civ-spouse,Doctorate,United-States,Private,Prof-specialty,>50K
Female,Black,Separated,HS-grad,United-States,Private,Other-service,<=50K
*,*,Married-civ-spouse,*,*,*,*,<=50K
Male,White,Married-civ-spouse,11th,United-States,Private,Transport-moving,<=50K
Female,White,Divorced,HS-grad,United-States,Private,Technical,<=50K
Male,White,Married-civ-spouse,Undergraduate,United-States,Government,Technical,>50K
Male,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K
Male,White,Divorced,HS-grad,United-States,Private,Nontechnical,<=50K
Male,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,White,Never-married,Higher education,United-States,Government,Other,<=50K
Male,Black,Never-married,Undergraduate,United-States,Private,Nontechnical,<=50K
Male,*,Divorced,Bachelors,United-States,Private,Nontechnical,<=50K
Male,White,Married-civ-spouse,Some-college,United-States,Federal-gov,Adm-clerical,<=50K
Male,*,Married-civ-spouse,Higher education,United-States,*,*,<=50K
Male,*,Never-married,High School,*,Non-Government,Technical,<=50K
Male,White,Never-married,Some-college,United-States,Private,Machine-op-inspct,<=50K
Female,White,spouse present,*,North America,*,*,<=50K
Male,White,Married-civ-spouse,Professional Education,North America,Non-Government,Prof-specialty,<=50K
Male,White,Married-civ-spouse,9th,United-States,Private,Technical,<=50K
Male,White,Married-civ-spouse,Undergraduate,United-States,Self-emp-not-inc,Prof-specialty,<=50K
Male,White,Married-civ-spouse,Bachelors,United-States,Private,Tech-support,<=50K
Female,White,Separated,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,White,Never-married,HS-grad,North America,Private,Handlers-cleaners,<=50K
Male,*,Married-civ-spouse,Higher education,United-States,*,*,>50K
Male,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Female,White,Divorced,Graduate,United-States,Private,Nontechnical,<=50K
Male,White,Married-civ-spouse,Higher education,North America,Government,*,<=50K
Male,White,Never-married,Professional Education,United-States,Private,Technical,<=50K
*,*,*,*,*,Non-Government,Nontechnical,<=50K
*,*,Married-civ-spouse,*,*,Non-Government,*,>50K
Male,White,Divorced,Higher education,United-States,Government,Nontechnical,>50K
Male,White,spouse not present,HS-grad,United-States,Non-Government,Nontechnical,<=50K
Male,White,Married-civ-spouse,Some-college,United-States,Private,Tech-support,>50K
Male,White,Married-civ-spouse,Primary School,Mexico,Private,Technical,<=50K
Male,White,Married-civ-spouse,Higher education,North America,Private,Other-service,<=50K
Male,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,<=50K
Male,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,<=50K
Male,White,Married-civ-spouse,Doctorate,United-States,Private,Prof-specialty,>50K
Male,White,Divorced,Some-college,United-States,Private,Technical,<=50K
Male,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Female,White,Divorced,Some-college,United-States,Private,Adm-clerical,<=50K
Female,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,>50K
Male,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Exec-managerial,>50K
Male,White,Never-married,Some-college,United-States,Private,Prof-specialty,<=50K
Female,*,*,*,North America,Private,*,<=50K
Male,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Sales,>50K
Male,White,Never-married,Some-college,United-States,Private,Machine-op-inspct,<=50K
Male,White,Married-civ-spouse,Some-college,United-States,Private,Prof-specialty,<=50K
