sex,race,marital-status,education,native-country,workclass,occupation,salary-class
*,*,*,*,North America,*,*,<=50K
Male,White,Married-civ-spouse,*,*,Non-Government,Nontechnical,<=50K
Male,White,Divorced,High School,United-States,Non-Government,Nontechnical,<=50K
Male,*,*,*,United-States,*,*,<=50K
*,*,*,*,North America,Non-Government,*,<=50K
Female,*,*,Higher education,*,Non-Government,Nontechnical,<=50K
*,*,*,*,*,*,*,<=50K
Male,*,Married-civ-spouse,High School,*,Self-emp-not-inc,Nontechnical,>50K
Female,White,Never-married,Higher education,United-States,Non-Government,Technical,>50K
Male,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
Male,*,*,Higher education,*,Non-Government,*,>50K
*,*,*,*,*,*,*,>50K
Female,White,Never-married,Bachelors,United-States,Private,Adm-clerical,<=50K
Male,*,*,*,North America,*,*,<=50K
Male,*,*,*,North America,*,*,<=50K
Male,White,Never-married,High School,United-States,Non-Government,Other,<=50K
Male,White,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,*,*,*,United-States,*,*,<=50K
Female,White,spouse not present,Higher education,United-States,*,*,>50K
Male,White,*,Higher education,*,*,Technical,>50K
Female,Black,spouse not present,High School,North America,Private,Other,<=50K
Male,*,*,High School,North America,*,*,<=50K
Male,White,Married-civ-spouse,High School,North America,Non-Government,Transport-moving,<=50K
Female,White,spouse not present,High School,North America,Non-Government,*,<=50K
Male,White,Married-civ-spouse,Higher education,*,Government,Technical,>50K
Male,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K
Male,White,Divorced,High School,United-States,Non-Government,Nontechnical,<=50K
Male,White,Married-civ-spouse,HS-grad,*,Private,Technical,<=50K
Male,White,*,*,United-States,*,*,<=50K
Male,*,*,*,North America,Non-Government,*,<=50K
Male,White,Divorced,Higher education,United-States,Non-Government,Nontechnical,<=50K
Male,*,Married-civ-spouse,Higher education,*,Government,Other,<=50K
Male,*,Married-civ-spouse,*,United-States,*,*,<=50K
Male,White,Never-married,High School,North America,Non-Government,Technical,<=50K
