sex,race,marital-status,education,native-country,workclass,occupation,salary-class
Male,White,*,*,United-States,*,*,<=50K
Male,*,Married-civ-spouse,Undergraduate,United-States,Non-Government,*,<=50K
Male,*,Divorced,High School,North America,*,Nontechnical,<=50K
*,*,*,High School,North America,Non-Government,Nontechnical,<=50K
*,*,*,*,North America,*,*,<=50K
Female,*,spouse present,Higher education,*,Non-Government,Nontechnical,<=50K
*,*,*,*,*,*,*,<=50K
Male,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Nontechnical,>50K
Female,White,Never-married,Higher education,North America,Private,Technical,>50K
Male,White,Married-civ-spouse,Undergraduate,North America,Private,Exec-managerial,>50K
Male,*,Married-civ-spouse,Higher education,*,*,*,>50K
*,*,*,*,*,*,*,>50K
Female,White,Never-married,Higher education,United-States,Private,Adm-clerical,<=50K
Male,*,*,*,*,*,*,<=50K
Male,*,*,*,North America,*,*,<=50K
Male,White,spouse not present,High School,North America,Non-Government,Other,<=50K
Male,*,spouse not present,HS-grad,*,Private,Machine-op-inspct,<=50K
Male,White,Married-civ-spouse,High School,North America,Non-Government,Nontechnical,<=50K
*,White,*,*,United-States,*,*,>50K
Male,*,*,Higher education,*,Non-Government,*,>50K
Female,Black,spouse not present,High School,North America,Private,Other,<=50K
Male,*,*,*,North America,*,*,<=50K
Male,White,Married-civ-spouse,High School,North America,Private,Transport-moving,<=50K
Female,*,Divorced,HS-grad,*,Private,Technical,<=50K
Male,White,spouse present,Higher education,North America,Government,Technical,>50K
Male,White,Never-married,High School,North America,Private,Technical,<=50K
Male,*,Divorced,High School,North America,*,Nontechnical,<=50K
Male,White,Married-civ-spouse,HS-grad,*,*,Craft-repair,<=50K
*,*,spouse not present,*,North America,*,Other,<=50K
*,*,*,*,United-States,Non-Government,*,<=50K
Male,White,spouse not present,Higher education,North America,Non-Government,Nontechnical,<=50K
Male,*,Married-civ-spouse,Higher education,*,*,*,<=50K
Male,*,Married-civ-spouse,*,United-States,*,*,<=50K
Male,White,Never-married,High School,North America,Non-Government,*,<=50K
Male,White,Never-married,Higher education,North America,Private,Technical,<=50K
Female,*,spouse present,HS-grad,North America,*,Other,<=50K
