sex,race,marital-status,education,native-country,workclass,occupation,salary-class
Male,*,*,*,North America,*,*,<=50K
Male,White,Married-civ-spouse,Higher education,North America,Non-Government,Nontechnical,<=50K
Male,White,spouse not present,High School,North America,Non-Government,Nontechnical,<=50K
*,*,*,*,United-States,*,*,<=50K
*,*,*,*,*,*,*,<=50K
Female,White,spouse present,Higher education,North America,Non-Government,Nontechnical,<=50K
*,Black,*,High School,North America,*,*,<=50K
Male,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Nontechnical,>50K
Female,White,spouse not present,*,*,Non-Government,Technical,>50K
Male,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
Male,*,*,*,North America,Non-Government,*,>50K
*,*,*,*,*,*,*,>50K
Female,*,Never-married,Higher education,United-States,*,Adm-clerical,<=50K
Male,*,*,*,*,*,*,<=50K
Male,*,Married-civ-spouse,*,North America,*,*,<=50K
Male,*,*,*,*,*,*,<=50K
Male,White,Never-married,HS-grad,*,Private,Technical,<=50K
Male,White,Married-civ-spouse,High School,United-States,Non-Government,Nontechnical,<=50K
*,White,spouse not present,Higher education,North America,*,*,>50K
Male,White,Married-civ-spouse,Graduate,United-States,Private,Prof-specialty,>50K
Female,*,*,*,North America,Non-Government,*,<=50K
*,*,*,*,North America,*,*,<=50K
Male,White,Married-civ-spouse,High School,North America,Non-Government,Transport-moving,<=50K
Female,*,Divorced,*,*,Private,*,<=50K
Male,White,Married-civ-spouse,Undergraduate,United-States,Government,Technical,>50K
Male,*,Never-married,HS-grad,*,Private,Craft-repair,<=50K
Male,White,Divorced,High School,United-States,Non-Government,Nontechnical,<=50K
Male,White,*,HS-grad,*,Private,Craft-repair,<=50K
Male,*,*,*,United-States,Government,Protective-serv,<=50K
*,*,*,*,North America,Non-Government,*,<=50K
Male,White,spouse not present,Higher education,United-States,Non-Government,Nontechnical,<=50K
Male,White,Married-civ-spouse,Higher education,North America,Government,Other,<=50K
Male,*,*,*,United-States,Government,*,<=50K
*,*,*,*,*,Non-Government,Technical,<=50K
Male,*,spouse not present,*,*,Private,*,<=50K
Female,*,*,*,North America,*,Other,<=50K
Male,White,Married-civ-spouse,Professional Education,*,Self-emp-not-inc,Technical,<=50K
Male,White,Married-civ-spouse,High School,North America,Non-Government,Technical,<=50K
Male,*,Married-civ-spouse,Higher education,North America,Non-Government,Technical,<=50K
Male,White,Married-civ-spouse,Undergraduate,United-States,Private,Tech-support,<=50K
*,*,*,HS-grad,United-States,*,*,<=50K
Male,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K
*,*,Married-civ-spouse,Higher education,North America,*,Technical,>50K
Male,White,Married-civ-spouse,High School,North America,Non-Government,Technical,<=50K
Female,White,Divorced,Higher education,United-States,Non-Government,Nontechnical,<=50K
Male,White,Married-civ-spouse,Higher education,United-States,Government,Technical,<=50K
Male,White,Never-married,Professional Education,United-States,Non-Government,Technical,<=50K
*,*,*,*,North America,Non-Government,*,<=50K
*,*,Married-civ-spouse,*,North America,*,*,>50K
*,White,*,*,United-States,*,*,>50K
Male,White,Divorced,High School,United-States,Non-Government,Nontechnical,<=50K
Male,White,Married-civ-spouse,Undergraduate,United-States,Private,Tech-support,>50K
*,*,*,*,*,*,*,<=50K
Male,*,*,Higher education,*,Non-Government,*,<=50K
Male,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,White,Married-civ-spouse,High School,North America,Non-Government,Technical,<=50K
Male,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,<=50K
Male,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,<=50K
Male,White,Married-civ-spouse,Graduate,United-States,Private,Prof-specialty,>50K
Male,White,Divorced,Higher education,United-States,*,*,<=50K
Male,White,*,HS-grad,*,Private,Craft-repair,<=50K
*,White,Divorced,Undergraduate,*,Private,Adm-clerical,<=50K
Female,White,Married-civ-spouse,*,North America,Non-Government,*,>50K
Male,White,Married-civ-spouse,Higher education,United-States,Non-Government,Nontechnical,>50K
Male,*,spouse not present,*,*,Private,*,<=50K
Female,*,*,*,United-States,Private,*,<=50K
Male,White,Married-civ-spouse,Undergraduate,United-States,Self-emp-not-inc,Nontechnical,>50K
Male,*,spouse not present,*,*,Private,*,<=50K
Male,White,Married-civ-spouse,Some-college,United-States,Private,Prof-specialty,<=50K
Male,White,spouse not present,High School,North America,Non-Government,Other,<=50K
Male,*,*,Higher education,*,Non-Government,*,<=50K
Female,White,Never-married,High School,North America,Non-Government,Other-service,<=50K
Male,*,*,*,*,*,*,<=50K
Male,White,Never-married,HS-grad,United-States,Private,Nontechnical,<=50K
Male,White,Married-civ-spouse,Higher education,North America,Non-Government,Other-service,<=50K
Female,White,Married-civ-spouse,*,North America,Non-Government,*,<=50K
Male,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K
Female,*,Divorced,*,*,Private,*,>50K
Female,White,spouse not present,High School,*,Non-Government,Nontechnical,<=50K
Male,White,Married-civ-spouse,High School,United-States,Government,Other,>50K
Male,White,Married-civ-spouse,Masters,United-States,Private,Prof-specialty,<=50K
Male,White,Never-married,High School,United-States,Non-Government,Nontechnical,<=50K
Female,White,Never-married,Higher education,United-States,Government,Technical,>50K
Male,White,Married-civ-spouse,Professional Education,North America,Private,Technical,<=50K
Female,White,Divorced,Higher education,North America,Private,Technical,<=50K
Female,*,spouse not present,*,North America,Private,*,<=50K
Male,*,*,*,United-States,Government,Protective-serv,>50K
Male,*,*,*,United-States,*,*,<=50K
*,White,*,*,North America,Non-Government,Technical,>50K
Male,White,Married-civ-spouse,Some-college,United-States,Private,Sales,>50K
*,*,*,*,*,Non-Government,*,<=50K
*,*,spouse not present,*,*,*,*,<=50K
Male,White,Married-civ-spouse,Higher education,*,Non-Government,Nontechnical,>50K
Male,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
Female,White,spouse not present,Graduate,United-States,Non-Government,Technical,<=50K
Female,White,Never-married,Undergraduate,United-States,Private,Technical,<=50K
Male,*,Never-married,HS-grad,*,Private,Craft-repair,<=50K
Male,White,spouse present,*,North America,Non-Government,Technical,>50K
Male,White,Never-married,High School,North America,Private,Nontechnical,<=50K
Female,White,*,High School,North America,*,Other,<=50K
Male,White,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Male,White,Never-married,Undergraduate,United-States,Private,Nontechnical,<=50K
Male,White,Married-civ-spouse,Professional Education,*,Non-Government,Prof-specialty,>50K
Male,White,Married-civ-spouse,High School,North America,Non-Government,Other-service,>50K
Female,*,Married-civ-spouse,Higher education,*,*,Nontechnical,<=50K
Female,White,spouse not present,*,*,Private,Technical,<=50K
Male,White,Married-civ-spouse,High School,North America,Non-Government,Nontechnical,<=50K
Male,White,Married-civ-spouse,Undergraduate,United-States,Self-emp-inc,Sales,<=50K
