sex,race,marital-status,education,native-country,workclass,occupation,salary-class
Male,White,Never-married,Bachelors,United-States,State-gov,Other,<=50K
Male,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Exec-managerial,<=50K
Male,White,Divorced,HS-grad,North America,Private,Handlers-cleaners,<=50K
Male,Black,Married-civ-spouse,11th,United-States,Private,Nontechnical,<=50K
Female,Black,Married-civ-spouse,Higher education,North America,Private,Technical,<=50K
Female,White,Married-civ-spouse,Masters,United-States,Non-Government,Exec-managerial,<=50K
Female,Black,Married-spouse-absent,High School,Jamaica,Private,Other,<=50K
Male,White,Married-civ-spouse,HS-grad,North America,Self-emp-not-inc,Exec-managerial,>50K
Female,White,Never-married,Masters,United-States,Non-Government,Technical,>50K
Male,White,Married-civ-spouse,Bachelors,North America,Private,Exec-managerial,>50K
Male,Black,Married-civ-spouse,Some-college,North America,Non-Government,Exec-managerial,>50K
Male,Asian-Pac-Islander,Married-civ-spouse,Undergraduate,Asia,State-gov,*,>50K
Female,White,Never-married,Bachelors,North America,Private,Adm-clerical,<=50K
Male,Black,spouse not present,Assoc-acdm,North America,Non-Government,Nontechnical,<=50K
Male,Amer-Indian-Eskimo,Married-civ-spouse,*,North America,Private,Other,<=50K
Male,White,Never-married,HS-grad,North America,Self-emp-not-inc,Farming-fishing,<=50K
Male,White,Never-married,HS-grad,North America,Private,Machine-op-inspct,<=50K
Male,White,Married-civ-spouse,11th,United-States,Non-Government,Sales,<=50K
Female,White,Divorced,Graduate,United-States,Non-Government,Exec-managerial,>50K
Male,White,Married-civ-spouse,Doctorate,North America,Private,Prof-specialty,>50K
Female,Black,Separated,High School,North America,Private,Other-service,<=50K
Male,Black,Married-civ-spouse,9th,*,Government,*,<=50K
Male,White,Married-civ-spouse,11th,United-States,Non-Government,Other,<=50K
Female,White,Divorced,HS-grad,United-States,Private,Tech-support,<=50K
Male,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Tech-support,>50K
Male,White,Never-married,HS-grad,North America,Private,Craft-repair,<=50K
Male,White,Divorced,HS-grad,United-States,Private,Exec-managerial,<=50K
Male,White,spouse present,HS-grad,North America,Private,Craft-repair,<=50K
Male,White,Never-married,Assoc-acdm,United-States,Local-gov,Other,<=50K
Male,Black,spouse not present,Some-college,North America,Private,Sales,<=50K
Male,White,Divorced,Bachelors,*,Private,Exec-managerial,<=50K
Male,White,Married-civ-spouse,Some-college,North America,Federal-gov,Adm-clerical,<=50K
Male,Black,Married-civ-spouse,Higher education,United-States,State-gov,Other,<=50K
Male,White,Never-married,11th,North America,Non-Government,Technical,<=50K
Male,White,Never-married,Some-college,United-States,Private,Machine-op-inspct,<=50K
Female,White,Married-AF-spouse,HS-grad,United-States,*,Other,<=50K
Male,White,Married-civ-spouse,Assoc-acdm,United-States,Self-emp-not-inc,Technical,<=50K
Male,White,Married-civ-spouse,9th,North America,Non-Government,Technical,<=50K
Male,White,spouse present,Bachelors,North America,Self-emp-not-inc,Prof-specialty,<=50K
Male,White,Married-civ-spouse,Bachelors,United-States,Private,Tech-support,<=50K
Female,White,Separated,High School,North America,Private,Other,<=50K
Male,White,Never-married,HS-grad,North America,Private,Handlers-cleaners,<=50K
Male,Black,Married-civ-spouse,Undergraduate,United-States,Federal-gov,Technical,>50K
Male,White,Married-civ-spouse,HS-grad,North America,Private,Machine-op-inspct,<=50K
Female,White,Divorced,Graduate,United-States,Non-Government,Exec-managerial,<=50K
Male,White,Married-civ-spouse,Assoc-voc,United-States,State-gov,Technical,<=50K
Male,White,Never-married,Assoc-voc,United-States,Private,Prof-specialty,<=50K
Female,Other,Married-civ-spouse,Higher education,North America,*,*,<=50K
Female,White,Married-civ-spouse,Prof-school,North America,Private,Prof-specialty,>50K
Male,White,spouse not present,Bachelors,United-States,Federal-gov,Exec-managerial,>50K
Male,White,Divorced,HS-grad,United-States,Self-emp-inc,Exec-managerial,<=50K
Male,White,Married-civ-spouse,Some-college,North America,Private,Tech-support,>50K
Male,White,Married-civ-spouse,5th-6th,North America,Private,Machine-op-inspct,<=50K
Male,White,Married-civ-spouse,Assoc-voc,North America,Non-Government,Other-service,<=50K
