sex,race,marital-status,education,native-country,workclass,occupation,salary-class
Male,White,spouse not present,Higher education,North America,State-gov,Other,<=50K
Male,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Exec-managerial,<=50K
Male,White,Divorced,High School,North America,*,Handlers-cleaners,<=50K
Male,Black,Married-civ-spouse,*,North America,Non-Government,Handlers-cleaners,<=50K
Female,Black,spouse present,*,*,Non-Government,Technical,<=50K
Female,White,spouse present,*,*,Private,Nontechnical,<=50K
Female,Black,Married-spouse-absent,*,North America,Non-Government,Other,<=50K
Male,White,Married-civ-spouse,High School,*,Self-emp-not-inc,Nontechnical,>50K
Female,White,spouse not present,Masters,*,Non-Government,Technical,>50K
Male,White,Married-civ-spouse,Bachelors,North America,Private,Exec-managerial,>50K
Male,Black,Married-civ-spouse,*,*,Non-Government,Exec-managerial,>50K
Male,Asian-Pac-Islander,Married-civ-spouse,Higher education,*,Government,Technical,>50K
Female,White,Never-married,Bachelors,*,Non-Government,Other,<=50K
Male,Black,spouse not present,Higher education,North America,Non-Government,Sales,<=50K
Male,Amer-Indian-Eskimo,Married-civ-spouse,*,North America,Non-Government,Other,<=50K
Male,White,Never-married,HS-grad,*,*,Other,<=50K
Male,White,Never-married,HS-grad,*,Non-Government,Machine-op-inspct,<=50K
Male,White,spouse present,High School,*,Private,Sales,<=50K
Female,White,Divorced,Graduate,United-States,Non-Government,Nontechnical,>50K
Male,White,Married-civ-spouse,Doctorate,North America,Private,Prof-specialty,>50K
Female,Black,Separated,High School,North America,Private,Other,<=50K
Male,Black,Married-civ-spouse,High School,*,Government,*,<=50K
Male,White,Married-civ-spouse,11th,*,*,Other,<=50K
Female,White,spouse not present,High School,*,Private,Tech-support,<=50K
Male,White,Married-civ-spouse,Bachelors,North America,Local-gov,Technical,>50K
Male,White,Never-married,HS-grad,*,Non-Government,Craft-repair,<=50K
Male,White,Divorced,High School,United-States,*,Exec-managerial,<=50K
Male,White,spouse present,HS-grad,*,Private,Craft-repair,<=50K
Male,White,spouse not present,Higher education,*,Local-gov,Other,<=50K
Male,Black,spouse not present,Higher education,North America,Non-Government,Sales,<=50K
Male,White,Divorced,Bachelors,*,Private,Exec-managerial,<=50K
Male,White,Married-civ-spouse,Some-college,North America,Government,Adm-clerical,<=50K
Male,Black,Married-civ-spouse,Higher education,*,Government,Other,<=50K
Male,White,Never-married,11th,North America,Non-Government,Technical,<=50K
Male,White,spouse not present,Undergraduate,*,Non-Government,Machine-op-inspct,<=50K
Female,White,spouse present,*,*,*,Other,<=50K
Male,White,Married-civ-spouse,Professional Education,North America,Self-emp-not-inc,Technical,<=50K
Male,White,Married-civ-spouse,9th,*,Non-Government,Technical,<=50K
Male,White,spouse present,Bachelors,North America,Self-emp-not-inc,Technical,<=50K
Male,White,Married-civ-spouse,Bachelors,United-States,Private,Tech-support,<=50K
Female,White,Separated,High School,*,Non-Government,Other,<=50K
Male,White,Never-married,High School,*,*,Handlers-cleaners,<=50K
Male,Black,Married-civ-spouse,Higher education,North America,Government,Technical,>50K
Male,White,Married-civ-spouse,HS-grad,*,Private,Machine-op-inspct,<=50K
Female,White,Divorced,Graduate,United-States,Non-Government,Nontechnical,<=50K
Male,White,Married-civ-spouse,Professional Education,North America,State-gov,Technical,<=50K
Male,White,spouse not present,Professional Education,*,Non-Government,Prof-specialty,<=50K
Female,Other,Married-civ-spouse,*,*,*,*,<=50K
Female,White,Married-civ-spouse,Professional Education,North America,Non-Government,Prof-specialty,>50K
Male,White,spouse not present,Higher education,*,Federal-gov,Nontechnical,>50K
Male,White,Divorced,High School,United-States,*,Exec-managerial,<=50K
Male,White,Married-civ-spouse,Some-college,North America,Private,Tech-support,>50K
Male,White,Married-civ-spouse,Primary School,*,*,Technical,<=50K
Male,White,Married-civ-spouse,Professional Education,North America,*,Other-service,<=50K
Male,White,spouse present,HS-grad,North America,Non-Government,Adm-clerical,<=50K
Male,White,Married-civ-spouse,HS-grad,*,Private,Machine-op-inspct,<=50K
Male,White,Married-civ-spouse,Bachelors,North America,Private,Sales,<=50K
Male,White,spouse present,HS-grad,*,*,Transport-moving,<=50K
Male,White,Married-civ-spouse,Doctorate,North America,Private,Prof-specialty,>50K
Male,White,spouse not present,Some-college,North America,Non-Government,Tech-support,<=50K
Male,White,spouse present,HS-grad,*,Private,Craft-repair,<=50K
Female,White,Divorced,Higher education,*,Non-Government,Other,<=50K
Female,White,spouse present,*,*,*,Other,>50K
Male,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Exec-managerial,>50K
Male,White,spouse not present,Some-college,North America,Non-Government,Prof-specialty,<=50K
Female,Black,spouse not present,*,*,Non-Government,Sales,<=50K
Male,White,Married-civ-spouse,Bachelors,North America,Self-emp-not-inc,Sales,>50K
Male,White,spouse not present,Undergraduate,*,Non-Government,Machine-op-inspct,<=50K
Male,White,Married-civ-spouse,Some-college,United-States,Private,Prof-specialty,<=50K
Male,White,Never-married,HS-grad,*,*,Other,<=50K
Male,White,Married-civ-spouse,Professional Education,United-States,Private,Adm-clerical,<=50K
Female,White,Never-married,High School,*,Non-Government,Other,<=50K
Male,White,Married-civ-spouse,7th-8th,United-States,Government,Other,<=50K
Male,White,Never-married,High School,North America,*,Sales,<=50K
Male,White,Married-civ-spouse,Bachelors,North America,Non-Government,Other,<=50K
Female,White,spouse present,*,*,*,Other,<=50K
Male,White,spouse present,High School,*,Private,Sales,<=50K
Female,White,spouse not present,High School,*,Non-Government,Craft-repair,>50K
Female,White,spouse not present,High School,*,Private,Sales,<=50K
Male,White,Married-civ-spouse,HS-grad,United-States,Local-gov,Protective-serv,>50K
Male,White,Married-civ-spouse,Masters,North America,Private,Technical,<=50K
Male,White,Never-married,High School,North America,*,Sales,<=50K
Female,White,spouse not present,Doctorate,*,Government,Prof-specialty,>50K
Male,White,Married-civ-spouse,Assoc-voc,United-States,Private,Prof-specialty,<=50K
Female,White,spouse not present,Undergraduate,*,Non-Government,Craft-repair,<=50K
Female,Black,spouse not present,Higher education,North America,Private,Machine-op-inspct,<=50K
Male,White,Married-civ-spouse,Bachelors,North America,Local-gov,Other,>50K
Male,White,spouse not present,Higher education,*,Local-gov,Nontechnical,<=50K
Male,White,Married-civ-spouse,Doctorate,North America,Self-emp-not-inc,Technical,>50K
Male,White,Married-civ-spouse,Some-college,North America,Private,Sales,>50K
Female,White,Divorced,Assoc-acdm,*,Non-Government,Nontechnical,<=50K
Male,Black,spouse not present,High School,United-States,Government,Other,<=50K
Male,White,Married-civ-spouse,Masters,North America,Private,Nontechnical,>50K
Male,White,Married-civ-spouse,Bachelors,North America,Private,Exec-managerial,>50K
Female,White,spouse not present,Masters,*,Non-Government,Technical,<=50K
Female,White,spouse not present,Some-college,*,Non-Government,Tech-support,<=50K
Male,White,Never-married,HS-grad,*,Non-Government,Craft-repair,<=50K
Male,White,Married-civ-spouse,HS-grad,*,Self-emp-inc,Technical,>50K
Male,White,Never-married,High School,*,*,Handlers-cleaners,<=50K
Female,White,Never-married,High School,North America,Government,Other,<=50K
Male,White,Married-civ-spouse,High School,*,Private,Handlers-cleaners,<=50K
Male,White,Never-married,Bachelors,*,Private,Sales,<=50K
Male,White,Married-civ-spouse,Prof-school,United-States,Private,Prof-specialty,>50K
Male,White,Married-civ-spouse,HS-grad,*,*,Other-service,>50K
Female,White,spouse present,*,*,Private,Nontechnical,<=50K
Female,White,spouse not present,High School,*,Non-Government,Machine-op-inspct,<=50K
Male,White,Married-civ-spouse,High School,*,Private,Handlers-cleaners,<=50K
Male,White,Married-civ-spouse,Some-college,North America,Self-emp-inc,Sales,<=50K
Male,Black,Married-civ-spouse,Higher education,North America,Government,Technical,>50K
Male,White,Married-civ-spouse,Some-college,North America,Private,Sales,<=50K
Male,White,Never-married,HS-grad,*,Non-Government,Craft-repair,<=50K
Female,White,Never-married,Some-college,*,Non-Government,Other,<=50K
Male,White,Married-civ-spouse,Bachelors,North America,Private,Exec-managerial,<=50K
Male,Black,spouse not present,*,*,Non-Government,Exec-managerial,<=50K
Male,White,Married-civ-spouse,Bachelors,United-States,State-gov,Technical,>50K
Male,Black,spouse not present,*,*,Non-Government,Other-service,<=50K
Female,White,spouse present,*,*,Private,Nontechnical,>50K
Female,White,Never-married,Some-college,*,Non-Government,Other,<=50K
Male,White,Married-civ-spouse,Professional Education,United-States,Private,Adm-clerical,>50K
Male,White,spouse not present,Some-college,*,Non-Government,Craft-repair,<=50K
Female,White,Never-married,Professional Education,*,Non-Government,Nontechnical,<=50K
Female,White,Never-married,High School,*,Non-Government,Other,<=50K
Male,White,spouse present,HS-grad,*,Self-emp-not-inc,Technical,<=50K
Male,White,Married-civ-spouse,Bachelors,North America,Private,Sales,<=50K
Female,Black,spouse not present,*,*,Private,Tech-support,<=50K
Male,White,Married-civ-spouse,Higher education,Asia,*,*,>50K
Male,White,spouse present,HS-grad,*,Self-emp-not-inc,Technical,<=50K
Female,White,spouse present,*,*,*,Other,<=50K
Male,White,Never-married,Some-college,*,Private,Sales,<=50K
Male,Asian-Pac-Islander,Married-civ-spouse,*,*,Non-Government,Technical,>50K
Male,White,Married-civ-spouse,HS-grad,*,Self-emp-inc,Technical,<=50K
Female,White,Never-married,Some-college,*,Non-Government,Sales,<=50K
Male,White,spouse not present,Some-college,*,Non-Government,Other-service,<=50K
Female,White,spouse not present,Assoc-voc,*,Non-Government,Technical,>50K
Male,White,spouse not present,Some-college,North America,Non-Government,Tech-support,<=50K
Female,Black,Never-married,High School,*,Non-Government,Other,<=50K
Male,White,Married-civ-spouse,Some-college,North America,Non-Government,Other-service,<=50K
Female,White,Widowed,High School,*,*,Other,<=50K
Male,White,Married-civ-spouse,11th,North America,Non-Government,Technical,<=50K
Female,White,Divorced,Higher education,*,Local-gov,Other,<=50K
Female,White,Never-married,High School,*,Non-Government,Other,<=50K
Female,Asian-Pac-Islander,spouse not present,*,*,Non-Government,Nontechnical,<=50K
Male,White,Never-married,HS-grad,*,Non-Government,Craft-repair,<=50K
Male,White,spouse present,HS-grad,*,Private,Craft-repair,<=50K
Male,White,Never-married,Bachelors,United-States,Private,Handlers-cleaners,<=50K
Male,Black,spouse not present,Higher education,North America,Non-Government,Sales,<=50K
Male,White,Divorced,High School,*,Non-Government,Technical,<=50K
Male,Black,spouse not present,*,*,Non-Government,Other-service,<=50K
Female,White,Never-married,High School,*,Non-Government,Other,<=50K
Female,Asian-Pac-Islander,spouse not present,*,*,Non-Government,Nontechnical,<=50K
Female,Asian-Pac-Islander,spouse not present,*,*,Non-Government,Nontechnical,<=50K
Male,White,Married-civ-spouse,Graduate,United-States,Self-emp-not-inc,Sales,>50K
Female,White,Divorced,Higher education,*,Non-Government,Other,<=50K
Male,White,spouse not present,Higher education,*,Federal-gov,Nontechnical,<=50K
Male,White,spouse not present,Higher education,North America,State-gov,Other,<=50K
Male,White,Never-married,High School,*,*,Handlers-cleaners,<=50K
Female,White,spouse not present,Professional Education,*,Government,Technical,<=50K
Male,White,Never-married,HS-grad,*,*,Other,<=50K
