sex,race,marital-status,education,native-country,workclass,occupation,salary-class
Male,White,spouse not present,Higher education,North America,State-gov,Other,<=50K
Male,White,Married-civ-spouse,Bachelors,*,Self-emp-not-inc,Exec-managerial,<=50K
Male,White,spouse not present,High School,*,*,Handlers-cleaners,<=50K
Male,Black,Married-civ-spouse,*,North America,Non-Government,Handlers-cleaners,<=50K
Female,Black,spouse present,*,*,*,*,<=50K
Female,White,spouse present,*,*,*,Nontechnical,<=50K
Female,Black,spouse not present,*,*,Non-Government,Other,<=50K
Male,White,Married-civ-spouse,High School,*,Self-emp-not-inc,Nontechnical,>50K
Female,White,spouse not present,Graduate,*,Non-Government,Technical,>50K
Male,White,Married-civ-spouse,Bachelors,*,Private,Exec-managerial,>50K
Male,Black,Married-civ-spouse,*,*,Non-Government,Exec-managerial,>50K
Male,Asian-Pac-Islander,Married-civ-spouse,Higher education,*,Government,Technical,>50K
Female,White,spouse not present,Higher education,*,*,Other,<=50K
Male,Black,spouse not present,*,North America,Non-Government,Sales,<=50K
Male,Amer-Indian-Eskimo,Married-civ-spouse,*,North America,*,*,<=50K
Male,White,spouse not present,HS-grad,*,*,Other,<=50K
Male,White,spouse not present,High School,*,Non-Government,Technical,<=50K
Male,White,spouse present,High School,*,Private,Sales,<=50K
Female,White,spouse not present,Graduate,*,Non-Government,Nontechnical,>50K
Male,White,Married-civ-spouse,Doctorate,*,Non-Government,Technical,>50K
Female,Black,spouse not present,*,*,Non-Government,Other,<=50K
Male,Black,Married-civ-spouse,High School,*,Government,*,<=50K
Male,White,spouse present,High School,*,*,Other,<=50K
Female,White,spouse not present,High School,*,*,Tech-support,<=50K
Male,White,Married-civ-spouse,Undergraduate,*,Local-gov,Technical,>50K
Male,White,spouse not present,High School,*,Non-Government,Technical,<=50K
Male,White,spouse not present,High School,*,*,Exec-managerial,<=50K
Male,White,spouse present,HS-grad,*,Private,Craft-repair,<=50K
Male,White,spouse not present,Higher education,*,Local-gov,Other,<=50K
Male,Black,spouse not present,*,North America,Non-Government,Sales,<=50K
Male,White,spouse not present,Bachelors,*,Private,Exec-managerial,<=50K
Male,White,Married-civ-spouse,Some-college,*,Government,Adm-clerical,<=50K
Male,Black,Married-civ-spouse,Higher education,*,Government,*,<=50K
Male,White,spouse not present,High School,*,Non-Government,Technical,<=50K
Male,White,spouse not present,Undergraduate,*,Non-Government,Machine-op-inspct,<=50K
Female,White,spouse present,*,*,*,Other,<=50K
Male,White,Married-civ-spouse,Professional Education,*,Self-emp-not-inc,Technical,<=50K
Male,White,Married-civ-spouse,9th,*,Non-Government,Technical,<=50K
Male,White,spouse present,Bachelors,*,Self-emp-not-inc,Technical,<=50K
Male,White,Married-civ-spouse,Bachelors,*,Private,Tech-support,<=50K
Female,White,spouse not present,HS-grad,*,Non-Government,Other,<=50K
Male,White,spouse not present,High School,*,*,Handlers-cleaners,<=50K
Male,Black,Married-civ-spouse,Higher education,*,Government,*,>50K
Male,White,Married-civ-spouse,HS-grad,*,Private,Machine-op-inspct,<=50K
Female,White,spouse not present,Graduate,*,Non-Government,Nontechnical,<=50K
Male,White,Married-civ-spouse,Professional Education,*,Government,Technical,<=50K
Male,White,spouse not present,Assoc-voc,*,Non-Government,Technical,<=50K
Female,Other,*,*,*,*,*,<=50K
Female,White,spouse present,*,*,*,Technical,>50K
Male,White,spouse not present,Higher education,*,Government,Nontechnical,>50K
Male,White,spouse not present,High School,*,*,Exec-managerial,<=50K
Male,White,Married-civ-spouse,Some-college,*,Private,Tech-support,>50K
Male,White,Married-civ-spouse,Primary School,*,*,Technical,<=50K
Male,White,spouse present,Professional Education,*,*,Other,<=50K
Male,White,spouse present,High School,*,*,Other,<=50K
Male,White,Married-civ-spouse,HS-grad,*,Private,Machine-op-inspct,<=50K
Male,White,Married-civ-spouse,Bachelors,*,Private,Sales,<=50K
