sex,race,marital-status,education,native-country,workclass,occupation,salary-class
Male,White,spouse not present,Bachelors,North America,State-gov,Other,<=50K
Male,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Exec-managerial,<=50K
Male,White,Divorced,High School,North America,Private,Handlers-cleaners,<=50K
Male,Black,Married-civ-spouse,High School,United-States,Non-Government,Handlers-cleaners,<=50K
Female,Black,spouse present,*,*,Non-Government,Technical,<=50K
Female,White,Married-civ-spouse,Graduate,*,Non-Government,Nontechnical,<=50K
Female,Black,Married-spouse-absent,High School,North America,Non-Government,Other,<=50K
Male,White,Married-civ-spouse,HS-grad,*,Self-emp-not-inc,Nontechnical,>50K
Female,White,Never-married,Masters,*,Non-Government,Technical,>50K
Male,White,Married-civ-spouse,Bachelors,North America,Private,Exec-managerial,>50K
Male,Black,Married-civ-spouse,Higher education,*,Non-Government,Exec-managerial,>50K
Male,Asian-Pac-Islander,Married-civ-spouse,Undergraduate,Asia,Government,*,>50K
Female,White,Never-married,Bachelors,*,Non-Government,Other,<=50K
Male,Black,spouse not present,Higher education,North America,Non-Government,Sales,<=50K
Male,Amer-Indian-Eskimo,Married-civ-spouse,*,North America,Non-Government,Other,<=50K
Male,White,Never-married,HS-grad,*,*,Other,<=50K
Male,White,Never-married,HS-grad,*,Non-Government,Machine-op-inspct,<=50K
Male,White,Married-civ-spouse,11th,United-States,Non-Government,Sales,<=50K
Female,White,Divorced,Graduate,United-States,Non-Government,Exec-managerial,>50K
Male,White,Married-civ-spouse,Doctorate,North America,Private,Prof-specialty,>50K
Female,Black,Separated,High School,North America,Private,Other,<=50K
Male,Black,Married-civ-spouse,High School,United-States,Federal-gov,*,<=50K
Male,White,Married-civ-spouse,11th,*,Non-Government,Other,<=50K
Female,White,Divorced,High School,*,Private,Tech-support,<=50K
Male,White,Married-civ-spouse,Bachelors,North America,Local-gov,Technical,>50K
Male,White,Never-married,HS-grad,*,Non-Government,Craft-repair,<=50K
Male,White,Divorced,High School,United-States,Private,Exec-managerial,<=50K
Male,White,spouse present,HS-grad,*,Private,Craft-repair,<=50K
Male,White,spouse not present,Assoc-acdm,*,Government,Other,<=50K
Male,Black,spouse not present,Higher education,North America,Non-Government,Sales,<=50K
Male,White,Divorced,Bachelors,*,Private,Exec-managerial,<=50K
Male,White,Married-civ-spouse,Some-college,North America,Government,Adm-clerical,<=50K
Male,Black,Married-civ-spouse,Higher education,United-States,State-gov,Other,<=50K
Male,White,Never-married,11th,North America,Non-Government,Technical,<=50K
Male,White,Never-married,Some-college,*,Non-Government,Machine-op-inspct,<=50K
Female,White,spouse present,High School,*,*,Other,<=50K
Male,White,Married-civ-spouse,Professional Education,North America,Self-emp-not-inc,Technical,<=50K
Male,White,Married-civ-spouse,9th,*,Non-Government,Technical,<=50K
Male,White,spouse present,Bachelors,North America,Self-emp-not-inc,Technical,<=50K
Male,White,Married-civ-spouse,Bachelors,United-States,Private,Tech-support,<=50K
Female,White,Separated,High School,*,Private,Other,<=50K
Male,White,Never-married,HS-grad,*,*,Handlers-cleaners,<=50K
Male,Black,Married-civ-spouse,Higher education,North America,Government,Technical,>50K
Male,White,Married-civ-spouse,HS-grad,North America,Private,Machine-op-inspct,<=50K
Female,White,Divorced,Graduate,United-States,Non-Government,Exec-managerial,<=50K
Male,White,Married-civ-spouse,Professional Education,North America,State-gov,Technical,<=50K
Male,White,Never-married,Professional Education,*,Non-Government,Prof-specialty,<=50K
Female,Other,Married-civ-spouse,*,*,*,*,<=50K
Female,White,Married-civ-spouse,Prof-school,North America,Non-Government,Prof-specialty,>50K
Male,White,spouse not present,Bachelors,United-States,Federal-gov,Exec-managerial,>50K
Male,White,Divorced,High School,United-States,Self-emp-inc,Nontechnical,<=50K
Male,White,Married-civ-spouse,Some-college,North America,Private,Tech-support,>50K
Male,White,Married-civ-spouse,Primary School,*,Non-Government,Technical,<=50K
Male,White,Married-civ-spouse,Professional Education,North America,*,Other-service,<=50K
Male,White,spouse present,HS-grad,North America,Non-Government,Adm-clerical,<=50K
Male,White,Married-civ-spouse,HS-grad,North America,Private,Machine-op-inspct,<=50K
Male,White,Married-civ-spouse,Bachelors,North America,Private,Sales,<=50K
Male,White,spouse present,HS-grad,*,*,Transport-moving,<=50K
Male,White,Married-civ-spouse,Doctorate,North America,Private,Prof-specialty,>50K
Male,White,Divorced,Undergraduate,*,Non-Government,Tech-support,<=50K
Male,White,spouse present,HS-grad,*,Private,Craft-repair,<=50K
Female,White,Divorced,Higher education,*,Non-Government,Other,<=50K
Female,White,spouse present,High School,*,*,Other,>50K
Male,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Exec-managerial,>50K
Male,White,Never-married,Some-college,North America,Non-Government,Prof-specialty,<=50K
Female,Black,spouse not present,Higher education,*,Non-Government,Nontechnical,<=50K
Male,White,Married-civ-spouse,Bachelors,North America,Self-emp-not-inc,Sales,>50K
Male,White,Never-married,Some-college,*,Non-Government,Machine-op-inspct,<=50K
