sex,race,marital-status,education,native-country,workclass,occupation,salary-class
Male,White,Never-married,Undergraduate,United-States,Government,Other,<=50K
Male,White,Married-civ-spouse,*,*,Non-Government,Nontechnical,<=50K
Male,White,spouse not present,High School,United-States,Non-Government,*,<=50K
*,Black,Married-civ-spouse,*,United-States,*,Nontechnical,<=50K
Female,Black,Married-civ-spouse,Undergraduate,North America,*,*,<=50K
Female,White,Married-civ-spouse,Higher education,United-States,Private,Nontechnical,<=50K
Female,Black,*,High School,North America,*,Other,<=50K
Male,*,Married-civ-spouse,*,United-States,*,Nontechnical,>50K
Female,White,spouse not present,Higher education,*,Non-Government,Technical,>50K
Male,*,Married-civ-spouse,*,North America,Private,Nontechnical,>50K
Male,*,Married-civ-spouse,Undergraduate,North America,Non-Government,*,>50K
Male,Asian-Pac-Islander,Married-civ-spouse,Higher education,Asia,Government,Technical,>50K
Female,*,spouse not present,Higher education,United-States,Private,*,<=50K
*,*,Never-married,*,United-States,*,*,<=50K
Male,*,*,*,North America,Non-Government,Other,<=50K
Male,White,Never-married,High School,North America,Self-emp-not-inc,*,<=50K
Male,White,Never-married,HS-grad,*,Private,Technical,<=50K
Male,White,Married-civ-spouse,11th,United-States,Private,Sales,<=50K
Female,White,spouse not present,Higher education,United-States,*,Nontechnical,>50K
Male,White,Married-civ-spouse,Graduate,North America,Non-Government,Prof-specialty,>50K
Female,*,spouse not present,High School,United-States,Private,Other-service,<=50K
Male,Black,Married-civ-spouse,High School,United-States,Federal-gov,Other,<=50K
Male,White,spouse present,High School,United-States,Private,Transport-moving,<=50K
Female,White,Divorced,HS-grad,North America,Private,Technical,<=50K
Male,*,Married-civ-spouse,Higher education,United-States,*,*,>50K
*,White,spouse not present,HS-grad,North America,*,*,<=50K
Male,White,spouse not present,High School,United-States,Non-Government,*,<=50K
Male,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,White,Never-married,Higher education,United-States,Local-gov,Protective-serv,<=50K
Male,Black,spouse not present,Higher education,United-States,Private,*,<=50K
Male,*,*,Undergraduate,*,Non-Government,Nontechnical,<=50K
Male,White,*,*,North America,Government,*,<=50K
Male,Black,*,Higher education,North America,Government,Other,<=50K
Male,White,Never-married,11th,North America,Private,Machine-op-inspct,<=50K
Male,*,spouse not present,*,North America,Non-Government,Technical,<=50K
