sex,race,marital-status,education,native-country,workclass,occupation,salary-class
*,*,Never-married,*,*,Government,*,<=50K
Male,White,Married-civ-spouse,Undergraduate,United-States,Self-emp-not-inc,Nontechnical,<=50K
Male,*,spouse not present,*,*,Non-Government,*,<=50K
Male,*,Married-civ-spouse,*,*,*,*,<=50K
*,*,*,Higher education,North America,Non-Government,*,<=50K
Female,White,Married-civ-spouse,Higher education,North America,Non-Government,Nontechnical,<=50K
Female,*,*,*,North America,Non-Government,Other,<=50K
Male,*,*,*,*,Non-Government,*,>50K
Female,White,*,Higher education,North America,Non-Government,*,>50K
Male,White,*,Bachelors,United-States,Non-Government,Exec-managerial,>50K
Male,*,Married-civ-spouse,*,North America,Non-Government,Nontechnical,>50K
*,*,*,*,*,*,*,>50K
Female,White,*,Higher education,North America,Non-Government,Other,<=50K
Male,*,Never-married,*,North America,Private,*,<=50K
Male,*,*,*,*,Non-Government,*,<=50K
Male,*,*,*,North America,Non-Government,*,<=50K
Male,*,Never-married,*,North America,*,Technical,<=50K
Male,*,Married-civ-spouse,*,North America,Non-Government,Nontechnical,<=50K
*,*,spouse not present,*,North America,*,*,>50K
*,*,*,*,*,Non-Government,Technical,>50K
Female,*,spouse not present,High School,United-States,*,*,<=50K
*,*,*,*,*,Government,Other,<=50K
Male,*,*,*,*,Non-Government,*,<=50K
*,*,*,*,*,Non-Government,*,<=50K
Male,White,spouse present,Undergraduate,North America,Government,Technical,>50K
Male,*,Never-married,*,North America,*,Technical,<=50K
Male,*,spouse not present,*,*,Non-Government,*,<=50K
Male,White,*,*,North America,Non-Government,*,<=50K
*,*,Never-married,*,*,Government,*,<=50K
*,*,*,Higher education,North America,*,*,<=50K
Male,White,spouse not present,Higher education,United-States,Non-Government,Nontechnical,<=50K
Male,White,Married-civ-spouse,*,*,Government,*,<=50K
*,*,*,*,*,Government,Other,<=50K
Male,White,spouse not present,*,North America,Non-Government,Technical,<=50K
Male,*,Never-married,Higher education,*,Non-Government,Technical,<=50K
*,*,*,*,*,Non-Government,*,<=50K
*,*,*,*,*,Non-Government,Technical,<=50K
*,*,Married-civ-spouse,*,North America,*,Technical,<=50K
*,*,*,*,*,Non-Government,Technical,<=50K
*,*,*,*,*,Non-Government,Technical,<=50K
*,*,*,*,*,Non-Government,*,<=50K
Male,*,Never-married,*,North America,Private,*,<=50K
Male,*,Married-civ-spouse,*,*,*,*,>50K
*,*,Married-civ-spouse,*,North America,*,Technical,<=50K
*,*,spouse not present,*,North America,*,*,<=50K
Male,White,Married-civ-spouse,Higher education,North America,Government,Technical,<=50K
Male,*,Never-married,Higher education,*,Non-Government,Technical,<=50K
Female,*,*,*,*,Non-Government,*,<=50K
*,*,*,*,*,*,*,>50K
Male,White,spouse not present,*,*,Government,*,>50K
Male,White,*,High School,North America,*,*,<=50K
*,*,*,*,*,Non-Government,Technical,>50K
*,*,Married-civ-spouse,*,North America,*,Technical,<=50K
Male,White,Married-civ-spouse,*,North America,Private,*,<=50K
Male,*,*,*,*,Non-Government,*,<=50K
*,*,Married-civ-spouse,*,North America,*,Technical,<=50K
Male,White,Married-civ-spouse,Undergraduate,United-States,Private,Nontechnical,<=50K
Male,*,*,*,*,Non-Government,*,<=50K
*,*,*,*,*,Non-Government,Technical,>50K
Male,White,*,*,*,Non-Government,*,<=50K
Male,White,*,*,North America,Non-Government,*,<=50K
Female,White,*,Higher education,North America,Non-Government,Other,<=50K
Female,White,*,*,United-States,Private,*,>50K
Male,White,Married-civ-spouse,Undergraduate,United-States,Self-emp-inc,Exec-managerial,>50K
Male,*,Never-married,Higher education,*,Non-Government,Technical,<=50K
Female,*,*,*,North America,Private,*,<=50K
Male,White,*,*,United-States,Non-Government,Nontechnical,>50K
Male,*,Never-married,Higher education,*,Non-Government,Technical,<=50K
*,*,*,*,*,Non-Government,Technical,<=50K
*,*,Never-married,*,*,Private,Other,<=50K
Male,White,Married-civ-spouse,*,North America,Private,*,<=50K
*,*,*,*,*,Non-Government,*,<=50K
*,*,*,*,*,*,Other,<=50K
Male,*,Never-married,*,North America,Private,*,<=50K
Male,White,Married-civ-spouse,*,North America,Private,*,<=50K
Female,White,*,*,United-States,Private,*,<=50K
Male,*,Married-civ-spouse,*,North America,Non-Government,Nontechnical,<=50K
*,*,*,*,*,Non-Government,*,>50K
*,*,*,*,*,Non-Government,*,<=50K
*,*,*,*,*,*,Other,>50K
*,*,*,*,*,Non-Government,Technical,<=50K
Male,*,Never-married,*,North America,Private,*,<=50K
Female,White,*,*,North America,Government,*,>50K
*,*,*,*,*,Non-Government,Technical,<=50K
Female,White,*,Higher education,North America,Non-Government,*,<=50K
*,*,*,Higher education,North America,Non-Government,*,<=50K
Male,White,Married-civ-spouse,*,North America,*,Other,>50K
Male,White,spouse not present,*,*,Government,*,<=50K
*,*,*,*,*,Non-Government,Technical,>50K
Male,White,Married-civ-spouse,Some-college,North America,Private,*,>50K
Female,*,spouse not present,*,*,*,*,<=50K
*,*,*,*,*,Government,Other,<=50K
Male,White,Married-civ-spouse,Graduate,United-States,Private,Exec-managerial,>50K
Male,White,*,Bachelors,United-States,Non-Government,Exec-managerial,>50K
Female,White,*,Higher education,North America,Non-Government,*,<=50K
Female,White,*,Higher education,North America,Non-Government,*,<=50K
Male,*,Never-married,*,North America,*,Technical,<=50K
Male,White,*,*,United-States,*,*,>50K
Male,*,Never-married,*,North America,Private,*,<=50K
Female,*,spouse not present,*,North America,*,*,<=50K
Male,*,Married-civ-spouse,*,North America,Non-Government,Nontechnical,<=50K
Male,White,*,Higher education,*,*,*,<=50K
*,*,*,*,*,Non-Government,Technical,>50K
Male,*,*,*,*,Non-Government,*,>50K
Female,White,Married-civ-spouse,Higher education,North America,Non-Government,Nontechnical,<=50K
*,*,*,*,*,Non-Government,*,<=50K
Male,*,Married-civ-spouse,*,North America,Non-Government,Nontechnical,<=50K
Male,White,Married-civ-spouse,*,North America,Self-emp-inc,Sales,<=50K
Male,*,*,*,*,*,*,>50K
Male,White,Married-civ-spouse,Some-college,North America,Private,*,<=50K
Male,*,Never-married,*,North America,*,Technical,<=50K
Female,White,Never-married,*,*,Private,*,<=50K
Male,White,*,Bachelors,United-States,Non-Government,Exec-managerial,<=50K
Male,*,Never-married,*,*,Non-Government,Nontechnical,<=50K
Male,White,spouse present,Undergraduate,North America,Government,Technical,>50K
*,*,*,Higher education,North America,Non-Government,*,<=50K
Female,White,Married-civ-spouse,Higher education,North America,Non-Government,Nontechnical,>50K
Female,White,Never-married,*,*,Private,*,<=50K
Male,White,Married-civ-spouse,*,North America,Private,*,>50K
Male,White,*,*,*,Non-Government,*,<=50K
*,*,spouse not present,*,North America,*,*,<=50K
*,*,*,*,*,Non-Government,*,<=50K
Male,White,*,*,United-States,*,*,<=50K
Male,White,Married-civ-spouse,Undergraduate,United-States,Private,Nontechnical,<=50K
*,*,*,Higher education,North America,Non-Government,*,<=50K
*,*,*,*,*,*,*,>50K
Male,White,*,*,United-States,*,*,<=50K
Female,White,*,Higher education,North America,Non-Government,Other,<=50K
Male,White,*,Higher education,*,*,*,<=50K
*,*,*,*,*,Non-Government,Technical,>50K
Male,White,*,*,United-States,*,*,<=50K
*,*,spouse not present,*,North America,*,*,<=50K
*,*,*,Higher education,North America,*,*,<=50K
Female,White,*,Higher education,North America,Non-Government,*,>50K
Male,*,Never-married,Higher education,*,Non-Government,Technical,<=50K
Female,*,Never-married,*,North America,Private,*,<=50K
Male,White,spouse present,Undergraduate,United-States,Private,Other,<=50K
*,*,*,*,*,Non-Government,*,<=50K
Male,White,*,*,North America,Non-Government,*,<=50K
*,White,spouse not present,Higher education,North America,Government,*,<=50K
*,*,*,*,*,Non-Government,*,<=50K
Female,*,spouse not present,*,*,*,*,<=50K
Male,*,Never-married,*,North America,*,Technical,<=50K
Male,White,*,*,North America,Non-Government,*,<=50K
Male,White,*,Higher education,*,*,*,<=50K
*,*,*,Higher education,North America,*,*,<=50K
*,White,spouse not present,*,North America,Non-Government,Technical,<=50K
*,*,*,Higher education,North America,*,*,<=50K
*,*,*,*,*,Non-Government,*,<=50K
Female,*,spouse not present,*,*,*,*,<=50K
*,*,*,*,*,Non-Government,*,<=50K
*,*,Married-civ-spouse,*,*,Non-Government,*,>50K
Female,White,spouse not present,Higher education,North America,*,*,<=50K
Male,White,spouse not present,*,*,Government,*,<=50K
*,White,spouse not present,Higher education,North America,Government,*,<=50K
Male,*,Never-married,*,North America,Private,*,<=50K
*,White,spouse not present,Higher education,North America,Government,*,<=50K
Male,White,*,*,North America,Non-Government,*,<=50K
*,*,*,*,*,*,Other,<=50K
Male,White,Married-civ-spouse,Some-college,North America,Private,*,>50K
Male,*,Never-married,Higher education,*,Non-Government,Technical,<=50K
Male,White,spouse present,Undergraduate,North America,Government,Technical,>50K
*,*,spouse not present,*,North America,Private,*,<=50K
Male,*,Never-married,High School,*,Private,*,<=50K
Male,*,Never-married,High School,*,Private,*,<=50K
Male,White,*,*,North America,Non-Government,*,<=50K
*,*,*,*,*,Non-Government,Technical,<=50K
Male,*,Married-civ-spouse,*,*,*,*,>50K
Female,White,*,Higher education,North America,Non-Government,Other,<=50K
*,*,*,Higher education,North America,*,*,<=50K
*,*,Married-civ-spouse,*,North America,*,Technical,>50K
Male,White,Married-civ-spouse,*,*,Government,*,>50K
*,*,*,*,*,*,Other,<=50K
Female,White,spouse not present,Higher education,North America,*,*,<=50K
*,White,Married-civ-spouse,*,*,Non-Government,*,<=50K
Male,White,Married-civ-spouse,Graduate,*,Government,Prof-specialty,>50K
*,*,*,Higher education,North America,Non-Government,*,<=50K
