sex,race,marital-status,education,native-country,workclass,occupation,salary-class
*,White,*,Undergraduate,United-States,Government,Adm-clerical,<=50K
Male,White,*,Undergraduate,United-States,Non-Government,Nontechnical,<=50K
Male,White,spouse not present,*,*,Non-Government,*,<=50K
Male,*,Married-civ-spouse,High School,*,Private,*,<=50K
Female,Black,*,Higher education,North America,*,*,<=50K
Female,White,Married-civ-spouse,Higher education,United-States,Private,*,<=50K
Female,Black,spouse not present,High School,North America,Non-Government,Other-service,<=50K
Male,White,Married-civ-spouse,HS-grad,North America,Self-emp-not-inc,*,>50K
Female,White,Never-married,*,United-States,Private,Prof-specialty,>50K
*,White,Married-civ-spouse,*,*,Private,Nontechnical,>50K
Male,Black,*,*,North America,Private,*,>50K
Male,*,Married-civ-spouse,Higher education,*,*,Technical,>50K
Female,White,spouse not present,Undergraduate,United-States,*,*,<=50K
Male,*,*,Higher education,*,Non-Government,Nontechnical,<=50K
Male,*,Married-civ-spouse,High School,*,Private,*,<=50K
Male,White,Never-married,High School,North America,Non-Government,*,<=50K
Male,White,Never-married,High School,North America,Private,Machine-op-inspct,<=50K
Male,White,Married-civ-spouse,High School,United-States,Private,Nontechnical,<=50K
Female,White,Divorced,Higher education,United-States,Non-Government,*,>50K
Male,White,Married-civ-spouse,Doctorate,United-States,Private,Prof-specialty,>50K
Female,Black,Separated,High School,United-States,Private,*,<=50K
Male,*,Married-civ-spouse,High School,North America,*,Other,<=50K
Male,White,Married-civ-spouse,High School,United-States,Non-Government,Other,<=50K
Female,White,Divorced,HS-grad,United-States,Non-Government,*,<=50K
Male,White,Married-civ-spouse,Undergraduate,United-States,Government,Technical,>50K
Male,White,Never-married,High School,North America,Private,Technical,<=50K
Male,White,spouse not present,*,*,Non-Government,*,<=50K
Male,White,Married-civ-spouse,High School,United-States,Private,Craft-repair,<=50K
Male,White,spouse not present,Higher education,United-States,Government,Protective-serv,<=50K
Male,Black,Never-married,Undergraduate,United-States,Non-Government,Nontechnical,<=50K
Male,White,*,Higher education,*,*,Exec-managerial,<=50K
*,*,Married-civ-spouse,Higher education,United-States,Government,Other,<=50K
Male,*,*,Higher education,United-States,Government,*,<=50K
Male,White,Never-married,High School,North America,Private,Machine-op-inspct,<=50K
Male,White,spouse not present,Some-college,United-States,Non-Government,Machine-op-inspct,<=50K
Female,White,*,HS-grad,North America,Private,Other,<=50K
Male,White,Married-civ-spouse,Professional Education,United-States,Self-emp-not-inc,Prof-specialty,<=50K
Male,White,Married-civ-spouse,9th,North America,Private,*,<=50K
Male,White,Married-civ-spouse,Higher education,United-States,Self-emp-not-inc,Technical,<=50K
Male,*,Married-civ-spouse,*,*,*,Technical,<=50K
Female,*,spouse not present,High School,North America,Private,Other,<=50K
Male,White,*,*,*,*,Nontechnical,<=50K
*,*,Married-civ-spouse,Higher education,United-States,Government,Prof-specialty,>50K
Male,White,Married-civ-spouse,*,North America,Private,Machine-op-inspct,<=50K
Female,White,spouse not present,Higher education,North America,Private,Exec-managerial,<=50K
Male,White,Married-civ-spouse,Higher education,United-States,State-gov,Technical,<=50K
Male,*,Never-married,Higher education,*,Private,Technical,<=50K
Female,*,*,*,North America,Private,Nontechnical,<=50K
Female,White,Married-civ-spouse,Professional Education,North America,Private,Technical,>50K
*,White,spouse not present,Higher education,*,Government,Nontechnical,>50K
Male,White,spouse not present,*,*,Non-Government,*,<=50K
Male,White,Married-civ-spouse,Some-college,United-States,Private,Tech-support,>50K
Male,White,Married-civ-spouse,*,Mexico,Private,Machine-op-inspct,<=50K
Male,White,Married-civ-spouse,Higher education,North America,Private,Other-service,<=50K
Male,*,Married-civ-spouse,HS-grad,*,Non-Government,Other,<=50K
Male,White,Married-civ-spouse,*,North America,Private,Machine-op-inspct,<=50K
Male,White,Married-civ-spouse,Higher education,North America,Private,Nontechnical,<=50K
Male,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,<=50K
Male,White,Married-civ-spouse,Doctorate,United-States,Private,Prof-specialty,>50K
Male,*,*,*,*,Private,Technical,<=50K
Male,White,Married-civ-spouse,High School,United-States,Private,Craft-repair,<=50K
Female,White,Divorced,Undergraduate,United-States,Private,Other,<=50K
Female,*,Married-civ-spouse,High School,North America,Private,Other,>50K
Male,White,Married-civ-spouse,Higher education,North America,Self-emp-inc,Nontechnical,>50K
Male,*,Never-married,Higher education,*,Private,Technical,<=50K
Female,*,spouse not present,Higher education,United-States,Private,*,<=50K
Male,White,Married-civ-spouse,Higher education,United-States,Self-emp-not-inc,Sales,>50K
Male,White,spouse not present,Some-college,United-States,Non-Government,Machine-op-inspct,<=50K
Male,*,Married-civ-spouse,*,*,*,Technical,<=50K
Male,White,spouse not present,High School,North America,Non-Government,Other,<=50K
Male,White,Married-civ-spouse,Higher education,United-States,Non-Government,Other,<=50K
*,*,spouse not present,High School,*,*,Other,<=50K
Male,White,*,High School,United-States,Local-gov,Other,<=50K
Male,White,*,*,*,*,Nontechnical,<=50K
Male,White,Married-civ-spouse,Higher education,North America,Private,Other-service,<=50K
Female,*,Married-civ-spouse,High School,North America,Private,Other,<=50K
Male,White,spouse present,HS-grad,United-States,Private,*,<=50K
Female,White,Divorced,HS-grad,United-States,Non-Government,*,>50K
*,*,Divorced,*,United-States,Private,*,<=50K
Male,White,Married-civ-spouse,High School,United-States,Local-gov,Protective-serv,>50K
Male,White,Married-civ-spouse,Masters,North America,Private,Technical,<=50K
Male,White,*,*,*,*,Nontechnical,<=50K
Female,White,*,Higher education,*,*,*,>50K
Male,White,Married-civ-spouse,Assoc-voc,United-States,Private,Prof-specialty,<=50K
Female,White,Divorced,Undergraduate,North America,Non-Government,Technical,<=50K
Female,Black,Divorced,Higher education,United-States,Non-Government,*,<=50K
Male,*,Married-civ-spouse,*,United-States,Government,*,>50K
Male,White,spouse not present,Higher education,United-States,*,Nontechnical,<=50K
Male,White,Married-civ-spouse,Graduate,North America,Self-emp-not-inc,Prof-specialty,>50K
Male,White,*,Undergraduate,North America,Private,Nontechnical,>50K
*,White,*,*,*,*,*,<=50K
*,*,spouse not present,*,United-States,Government,*,<=50K
*,White,Married-civ-spouse,*,*,Private,Nontechnical,>50K
*,White,Married-civ-spouse,*,*,Private,Nontechnical,>50K
Female,White,spouse not present,*,United-States,Non-Government,*,<=50K
*,*,spouse not present,Higher education,North America,Private,Technical,<=50K
Male,White,Never-married,High School,North America,Private,Technical,<=50K
Male,White,Married-civ-spouse,HS-grad,*,Self-emp-inc,Technical,>50K
Male,White,*,*,*,*,Nontechnical,<=50K
Female,*,*,*,*,Government,Other,<=50K
Male,White,spouse present,HS-grad,United-States,Private,*,<=50K
Male,White,spouse not present,Bachelors,United-States,Private,Sales,<=50K
Male,White,Married-civ-spouse,Prof-school,United-States,Private,Prof-specialty,>50K
Male,White,Married-civ-spouse,HS-grad,North America,Self-emp-not-inc,*,>50K
Female,*,Married-civ-spouse,*,*,Private,Nontechnical,<=50K
Female,White,Never-married,HS-grad,*,Private,*,<=50K
Male,White,Married-civ-spouse,High School,United-States,Private,Nontechnical,<=50K
Male,White,Married-civ-spouse,Some-college,United-States,*,Sales,<=50K
Male,Black,*,Higher education,United-States,Government,Technical,>50K
Male,White,*,Undergraduate,North America,Private,Nontechnical,<=50K
Male,White,Never-married,High School,North America,Private,Technical,<=50K
Female,White,spouse not present,Undergraduate,United-States,*,*,<=50K
*,White,Married-civ-spouse,*,*,Private,Nontechnical,<=50K
Male,*,*,Higher education,*,Non-Government,Nontechnical,<=50K
Male,White,Married-civ-spouse,Bachelors,United-States,State-gov,Prof-specialty,>50K
Male,*,Never-married,Higher education,United-States,Non-Government,Other-service,<=50K
Female,White,Married-civ-spouse,Higher education,United-States,Private,*,>50K
Female,White,spouse not present,Undergraduate,United-States,*,*,<=50K
Male,White,Married-civ-spouse,Higher education,United-States,Non-Government,Other,>50K
Male,*,spouse not present,Higher education,United-States,Private,*,<=50K
Female,White,Never-married,*,United-States,Private,*,<=50K
Female,White,*,HS-grad,North America,Private,Other,<=50K
