sex,race,marital-status,education,native-country,workclass,occupation,salary-class
Male,White,spouse not present,*,North America,Government,*,<=50K
Male,White,Married-civ-spouse,Higher education,United-States,Non-Government,*,<=50K
Male,White,spouse not present,High School,North America,Non-Government,*,<=50K
Male,*,*,*,*,Non-Government,*,<=50K
*,*,Married-civ-spouse,Higher education,North America,*,*,<=50K
*,*,Married-civ-spouse,Higher education,North America,*,*,<=50K
Female,*,*,*,*,*,*,<=50K
Male,*,*,HS-grad,United-States,Non-Government,Nontechnical,>50K
Female,White,spouse not present,Higher education,North America,Non-Government,Technical,>50K
Male,White,Married-civ-spouse,Higher education,*,Private,*,>50K
Male,*,Married-civ-spouse,*,*,Non-Government,*,>50K
*,*,*,*,*,*,*,>50K
*,White,spouse not present,*,North America,Private,Other,<=50K
Male,*,Never-married,*,*,Non-Government,*,<=50K
Male,*,Married-civ-spouse,*,North America,*,*,<=50K
Male,White,spouse not present,HS-grad,North America,Non-Government,Other,<=50K
Male,White,spouse not present,High School,North America,Non-Government,*,<=50K
Male,White,*,*,North America,Non-Government,*,<=50K
Female,White,spouse not present,Higher education,United-States,Non-Government,Nontechnical,>50K
*,White,Married-civ-spouse,Higher education,North America,Non-Government,Technical,>50K
Female,*,*,*,*,*,*,<=50K
*,*,*,High School,*,Government,*,<=50K
Male,White,Married-civ-spouse,*,*,Private,Other,<=50K
Female,*,spouse not present,*,*,Private,*,<=50K
*,*,*,*,*,*,*,>50K
Male,White,spouse not present,High School,North America,Non-Government,*,<=50K
Male,White,spouse not present,High School,North America,Non-Government,*,<=50K
Male,*,Married-civ-spouse,HS-grad,North America,Private,*,<=50K
*,*,*,*,North America,Government,*,<=50K
Male,*,Never-married,*,*,Non-Government,*,<=50K
Male,*,spouse not present,Higher education,North America,Non-Government,Nontechnical,<=50K
Male,White,*,Higher education,North America,Government,*,<=50K
*,*,*,*,*,*,*,<=50K
Male,*,Never-married,*,*,Private,*,<=50K
Male,*,Never-married,Higher education,*,*,*,<=50K
Female,*,*,*,North America,*,*,<=50K
Male,White,Married-civ-spouse,Higher education,North America,Non-Government,Technical,<=50K
Male,White,Married-civ-spouse,*,North America,Private,Technical,<=50K
Male,White,*,*,*,Non-Government,*,<=50K
Male,White,Married-civ-spouse,Undergraduate,North America,Non-Government,Technical,<=50K
Female,White,Separated,High School,North America,Non-Government,*,<=50K
Male,White,spouse not present,*,North America,*,Nontechnical,<=50K
Male,*,*,Higher education,North America,Government,Technical,>50K
Male,*,Married-civ-spouse,HS-grad,North America,Private,*,<=50K
Female,White,spouse not present,Higher education,United-States,Non-Government,*,<=50K
Male,White,Married-civ-spouse,Higher education,*,*,Technical,<=50K
Male,*,Never-married,Higher education,*,*,*,<=50K
*,*,Married-civ-spouse,Higher education,North America,*,*,<=50K
Female,*,*,Higher education,*,Private,*,>50K
Male,White,*,Higher education,North America,Government,*,>50K
Male,White,spouse not present,*,North America,*,Nontechnical,<=50K
Male,White,Married-civ-spouse,Undergraduate,North America,Non-Government,Technical,>50K
Male,White,Married-civ-spouse,*,North America,Private,Technical,<=50K
Male,White,*,Higher education,North America,*,*,<=50K
*,White,*,*,*,Non-Government,Other,<=50K
Male,*,Married-civ-spouse,HS-grad,North America,Private,*,<=50K
Male,White,Married-civ-spouse,Higher education,*,Private,*,<=50K
Male,*,Married-civ-spouse,*,North America,Private,Other,<=50K
*,White,Married-civ-spouse,Higher education,North America,Non-Government,Technical,>50K
*,*,spouse not present,*,*,Non-Government,*,<=50K
Male,*,Married-civ-spouse,HS-grad,North America,Private,*,<=50K
Female,White,*,*,North America,Private,Other,<=50K
Female,*,*,*,North America,*,*,>50K
Male,White,Married-civ-spouse,Undergraduate,United-States,Non-Government,Nontechnical,>50K
*,*,spouse not present,*,*,Non-Government,*,<=50K
Female,*,spouse not present,Higher education,North America,Non-Government,*,<=50K
Male,White,Married-civ-spouse,Higher education,*,*,*,>50K
Male,*,Never-married,Higher education,*,*,*,<=50K
*,White,Married-civ-spouse,Higher education,North America,Non-Government,Technical,<=50K
Male,White,spouse not present,HS-grad,North America,Non-Government,Other,<=50K
Male,White,Married-civ-spouse,Higher education,United-States,*,Adm-clerical,<=50K
*,*,spouse not present,High School,*,*,Other,<=50K
*,*,*,*,North America,Government,*,<=50K
Male,White,spouse not present,*,North America,*,Nontechnical,<=50K
Male,White,Married-civ-spouse,*,*,Private,Other,<=50K
Female,*,*,*,North America,*,*,<=50K
Male,White,*,*,North America,Non-Government,*,<=50K
Female,*,spouse not present,*,*,Private,*,>50K
Female,White,spouse not present,*,*,Private,*,<=50K
Male,*,*,High School,*,*,*,>50K
*,White,Married-civ-spouse,Higher education,North America,Non-Government,Technical,<=50K
Male,White,spouse not present,*,North America,*,Nontechnical,<=50K
*,*,Never-married,*,North America,Government,*,>50K
*,White,Married-civ-spouse,Higher education,North America,Non-Government,Technical,<=50K
Female,White,Divorced,*,North America,Non-Government,Technical,<=50K
Female,*,spouse not present,*,*,Private,*,<=50K
Male,White,*,Higher education,North America,Government,*,>50K
Male,White,spouse not present,Higher education,*,Government,*,<=50K
Male,White,Married-civ-spouse,Higher education,United-States,Non-Government,*,>50K
Male,White,Married-civ-spouse,Higher education,*,Private,*,>50K
Female,*,*,Higher education,*,Private,*,<=50K
Male,*,*,High School,*,*,*,<=50K
Male,White,Married-civ-spouse,Higher education,*,Private,*,>50K
Male,White,Married-civ-spouse,Higher education,*,Private,*,>50K
Female,*,spouse not present,*,*,Non-Government,Technical,<=50K
Female,White,spouse not present,*,*,Private,*,<=50K
Male,White,spouse not present,High School,North America,Non-Government,*,<=50K
Male,White,Married-civ-spouse,HS-grad,North America,Non-Government,*,>50K
Male,White,spouse not present,*,North America,*,Nontechnical,<=50K
Female,*,spouse not present,High School,*,Government,*,<=50K
Male,White,*,*,North America,Non-Government,*,<=50K
Male,White,spouse not present,*,United-States,Non-Government,*,<=50K
*,White,Married-civ-spouse,Higher education,North America,Non-Government,Technical,>50K
Male,White,Married-civ-spouse,High School,North America,Self-emp-not-inc,Other,>50K
*,*,Married-civ-spouse,Higher education,North America,*,*,<=50K
