sex,race,marital-status,education,native-country,workclass,occupation,salary-class
Male,White,Never-married,Higher education,United-States,State-gov,Adm-clerical,<=50K
Male,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Exec-managerial,<=50K
Male,White,Divorced,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Male,*,Married-civ-spouse,11th,United-States,Private,Nontechnical,<=50K
Female,Black,Married-civ-spouse,Bachelors,North America,Private,Technical,<=50K
Female,White,Married-civ-spouse,Graduate,United-States,Private,Exec-managerial,<=50K
Female,*,spouse not present,High School,North America,Private,Other-service,<=50K
Male,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,>50K
Female,White,spouse not present,Masters,United-States,Private,Prof-specialty,>50K
Male,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
Male,Black,Married-civ-spouse,Higher education,United-States,Private,Nontechnical,>50K
Male,Asian-Pac-Islander,Married-civ-spouse,Bachelors,*,*,Prof-specialty,>50K
Female,White,Never-married,Bachelors,United-States,Private,Other,<=50K
Male,Black,Never-married,Assoc-acdm,North America,Private,*,<=50K
Male,Amer-Indian-Eskimo,*,High School,*,Private,*,<=50K
Male,White,Never-married,High School,United-States,Self-emp-not-inc,Other,<=50K
Male,White,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,White,Married-civ-spouse,11th,United-States,Private,Sales,<=50K
Female,White,Divorced,Graduate,United-States,Self-emp-not-inc,Nontechnical,>50K
Male,White,Married-civ-spouse,Doctorate,United-States,Private,Prof-specialty,>50K
Female,Black,Separated,HS-grad,United-States,Private,Other-service,<=50K
Male,Black,Married-civ-spouse,High School,United-States,Government,Other,<=50K
Male,White,Married-civ-spouse,11th,United-States,Private,Transport-moving,<=50K
Female,White,Divorced,HS-grad,United-States,Private,Tech-support,<=50K
Male,White,Married-civ-spouse,Undergraduate,United-States,Local-gov,Tech-support,>50K
Male,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K
Male,White,Divorced,HS-grad,United-States,Private,Exec-managerial,<=50K
Male,White,spouse present,HS-grad,United-States,Private,Craft-repair,<=50K
Male,White,Never-married,Professional Education,United-States,Local-gov,Protective-serv,<=50K
Male,Black,Never-married,Higher education,United-States,Private,Sales,<=50K
Male,White,Divorced,Bachelors,United-States,Private,Exec-managerial,<=50K
Male,White,Married-civ-spouse,Higher education,United-States,Federal-gov,Adm-clerical,<=50K
Male,*,Married-civ-spouse,*,North America,State-gov,Other,<=50K
Male,White,Never-married,11th,North America,Private,Technical,<=50K
Male,White,Never-married,Some-college,United-States,Private,Machine-op-inspct,<=50K
Female,White,Married-AF-spouse,HS-grad,United-States,Private,Other,<=50K
Male,White,*,Professional Education,United-States,Self-emp-not-inc,Technical,<=50K
Male,White,Married-civ-spouse,9th,United-States,Private,Machine-op-inspct,<=50K
Male,White,*,Bachelors,United-States,Self-emp-not-inc,*,<=50K
Male,White,Married-civ-spouse,Bachelors,United-States,Private,Tech-support,<=50K
Female,White,Separated,HS-grad,United-States,Private,Other,<=50K
Male,White,Never-married,HS-grad,North America,Private,Handlers-cleaners,<=50K
Male,Black,Married-civ-spouse,Undergraduate,United-States,Government,Technical,>50K
Male,White,Married-civ-spouse,High School,United-States,Non-Government,Machine-op-inspct,<=50K
Female,White,Divorced,Graduate,United-States,Private,Exec-managerial,<=50K
Male,White,Married-civ-spouse,Professional Education,United-States,State-gov,Craft-repair,<=50K
Male,White,Never-married,Assoc-voc,United-States,Private,Prof-specialty,<=50K
Female,*,*,*,North America,Private,*,<=50K
Female,White,*,*,*,*,Technical,>50K
Male,White,Divorced,Bachelors,United-States,Federal-gov,*,>50K
Male,White,spouse not present,HS-grad,United-States,Self-emp-inc,Exec-managerial,<=50K
Male,White,Married-civ-spouse,Some-college,North America,Private,Tech-support,>50K
Male,White,Married-civ-spouse,Primary School,Mexico,Private,Machine-op-inspct,<=50K
Male,White,Married-civ-spouse,Higher education,North America,Non-Government,Other,<=50K
Male,White,Married-civ-spouse,HS-grad,North America,Private,Adm-clerical,<=50K
Male,White,Married-civ-spouse,High School,United-States,Non-Government,Machine-op-inspct,<=50K
Male,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,<=50K
Male,White,spouse present,HS-grad,United-States,Private,Transport-moving,<=50K
Male,White,Married-civ-spouse,Doctorate,United-States,Private,Prof-specialty,>50K
Male,*,spouse not present,Undergraduate,United-States,Non-Government,Technical,<=50K
Male,White,spouse present,HS-grad,United-States,Private,Craft-repair,<=50K
Female,White,Divorced,Undergraduate,United-States,Private,Other,<=50K
Female,White,Married-civ-spouse,HS-grad,North America,Private,Adm-clerical,>50K
Male,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Exec-managerial,>50K
Male,White,Never-married,Some-college,North America,Private,Prof-specialty,<=50K
Female,Black,spouse not present,Bachelors,United-States,Non-Government,Nontechnical,<=50K
Male,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Sales,>50K
Male,White,Never-married,Some-college,United-States,Private,Machine-op-inspct,<=50K
Male,White,Married-civ-spouse,Some-college,United-States,Private,Prof-specialty,<=50K
Male,White,Never-married,HS-grad,Mexico,Private,Other,<=50K
Male,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Adm-clerical,<=50K
Female,White,Never-married,11th,United-States,Private,Other,<=50K
Male,White,Married-civ-spouse,High School,United-States,Government,Other,<=50K
Male,White,Never-married,HS-grad,United-States,Private,Sales,<=50K
Male,White,Married-civ-spouse,Higher education,North America,Private,Other,<=50K
Female,White,Married-civ-spouse,HS-grad,United-States,Private,Other-service,<=50K
Male,White,spouse present,HS-grad,United-States,Private,Sales,<=50K
Female,White,Divorced,HS-grad,United-States,Private,Craft-repair,>50K
Female,White,Divorced,HS-grad,United-States,Private,Sales,<=50K
Male,*,Married-civ-spouse,HS-grad,United-States,Government,Other,>50K
Male,White,Married-civ-spouse,Masters,United-States,Private,Prof-specialty,<=50K
Male,White,Never-married,9th,United-States,Private,Nontechnical,<=50K
Female,White,Never-married,Graduate,United-States,Federal-gov,Technical,>50K
Male,White,Married-civ-spouse,Assoc-voc,United-States,Private,Prof-specialty,<=50K
Female,White,Divorced,Higher education,United-States,Private,Craft-repair,<=50K
Female,Black,Divorced,Some-college,United-States,Private,Technical,<=50K
Male,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Protective-serv,>50K
Male,White,spouse not present,*,United-States,Local-gov,Nontechnical,<=50K
Male,White,Married-civ-spouse,Doctorate,United-States,Self-emp-not-inc,Prof-specialty,>50K
Male,*,Married-civ-spouse,Some-college,United-States,Private,Sales,>50K
Female,White,Divorced,Higher education,Europe,Private,*,<=50K
Male,Black,Never-married,High School,United-States,Government,Other,<=50K
Male,White,Married-civ-spouse,Masters,United-States,Private,Nontechnical,>50K
Male,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
Female,*,Never-married,Higher education,*,Non-Government,Technical,<=50K
Female,*,Never-married,Some-college,United-States,Private,Tech-support,<=50K
Male,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K
Male,White,Married-civ-spouse,HS-grad,United-States,Self-emp-inc,Craft-repair,>50K
Male,White,Never-married,11th,United-States,Private,Nontechnical,<=50K
Female,*,Never-married,HS-grad,United-States,Local-gov,*,<=50K
Male,White,Married-civ-spouse,HS-grad,North America,Private,Handlers-cleaners,<=50K
Male,White,Never-married,Bachelors,United-States,Private,Sales,<=50K
