sex,race,marital-status,education,native-country,workclass,occupation,salary-class
Male,*,spouse not present,Higher education,North America,Government,Other,<=50K
Male,White,Married-civ-spouse,*,North America,Self-emp-not-inc,Nontechnical,<=50K
Male,White,spouse not present,High School,North America,Private,*,<=50K
Male,Black,Married-civ-spouse,High School,United-States,Non-Government,*,<=50K
Female,*,*,Higher education,*,Private,*,<=50K
Female,White,Married-civ-spouse,Higher education,North America,Private,Nontechnical,<=50K
Female,Black,spouse not present,High School,North America,Private,Other,<=50K
Male,*,Married-civ-spouse,High School,*,*,*,>50K
Female,White,spouse not present,Higher education,United-States,Non-Government,Prof-specialty,>50K
Male,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
*,*,Married-civ-spouse,Higher education,North America,*,*,>50K
*,*,*,Higher education,*,*,*,>50K
Female,White,Never-married,Higher education,*,*,Adm-clerical,<=50K
Male,*,spouse not present,*,North America,*,*,<=50K
Male,*,*,*,North America,Non-Government,Other,<=50K
Male,White,Never-married,High School,United-States,Self-emp-not-inc,*,<=50K
Male,*,spouse not present,High School,*,Non-Government,*,<=50K
Male,*,Married-civ-spouse,High School,United-States,Private,Nontechnical,<=50K
Female,White,spouse not present,Higher education,United-States,*,Nontechnical,>50K
Male,White,Married-civ-spouse,Doctorate,North America,Non-Government,Prof-specialty,>50K
Female,Black,spouse not present,*,United-States,Non-Government,Other,<=50K
Male,Black,*,High School,United-States,Government,*,<=50K
Male,*,*,*,North America,Non-Government,Other,<=50K
Female,White,spouse not present,*,*,Non-Government,*,<=50K
Male,White,Married-civ-spouse,Higher education,*,Government,*,>50K
Male,*,spouse not present,High School,*,Non-Government,*,<=50K
Male,White,spouse not present,High School,North America,Private,*,<=50K
Male,White,Married-civ-spouse,HS-grad,*,Private,Technical,<=50K
Male,White,spouse not present,*,North America,*,*,<=50K
Male,*,spouse not present,*,North America,Non-Government,*,<=50K
Male,*,spouse not present,Higher education,*,Non-Government,*,<=50K
Male,White,Married-civ-spouse,Higher education,*,Government,*,<=50K
Male,Black,Married-civ-spouse,*,*,Government,*,<=50K
Male,*,*,*,*,Private,Technical,<=50K
Male,White,Never-married,Undergraduate,North America,Private,Technical,<=50K
Female,*,*,*,*,Private,*,<=50K
