sex,race,marital-status,education,native-country,workclass,occupation,salary-class
Male,White,spouse not present,Higher education,*,Government,*,<=50K
Male,White,Married-civ-spouse,Higher education,North America,Self-emp-not-inc,Nontechnical,<=50K
Male,*,*,*,*,Private,*,<=50K
*,*,*,*,*,Private,*,<=50K
Female,*,*,*,*,Private,*,<=50K
Female,White,spouse present,Higher education,North America,Non-Government,Nontechnical,<=50K
*,*,*,*,*,Non-Government,Other-service,<=50K
Male,White,Married-civ-spouse,High School,*,Non-Government,Nontechnical,>50K
Female,White,spouse not present,Higher education,United-States,Non-Government,*,>50K
Male,White,Married-civ-spouse,Bachelors,*,Private,Exec-managerial,>50K
Male,*,*,Higher education,*,Non-Government,Nontechnical,>50K
*,Asian-Pac-Islander,*,*,*,*,*,>50K
Female,*,spouse not present,Undergraduate,*,Private,*,<=50K
*,*,*,Higher education,*,Non-Government,Nontechnical,<=50K
*,*,*,*,*,Private,*,<=50K
Male,*,*,*,United-States,Non-Government,Other,<=50K
Male,White,Never-married,High School,*,Private,*,<=50K
Male,White,Married-civ-spouse,*,North America,Non-Government,Nontechnical,<=50K
Female,White,*,*,United-States,Non-Government,*,>50K
Male,*,Married-civ-spouse,Higher education,*,Non-Government,*,>50K
*,*,*,*,*,Non-Government,Other-service,<=50K
Male,*,*,*,United-States,*,*,<=50K
Male,*,Married-civ-spouse,*,North America,Private,Other,<=50K
Female,White,*,High School,United-States,*,*,<=50K
Male,White,Married-civ-spouse,Undergraduate,North America,Local-gov,*,>50K
Male,White,Never-married,High School,*,Private,*,<=50K
Male,*,*,*,*,Private,*,<=50K
*,*,*,*,*,Private,*,<=50K
Male,*,*,*,North America,Government,*,<=50K
Male,*,spouse not present,Higher education,*,Non-Government,Nontechnical,<=50K
Male,White,spouse not present,*,United-States,Non-Government,Nontechnical,<=50K
*,White,Married-civ-spouse,Higher education,United-States,Federal-gov,*,<=50K
Male,*,*,*,United-States,*,*,<=50K
Male,*,Never-married,High School,*,Non-Government,Technical,<=50K
*,*,*,*,*,Private,*,<=50K
Female,White,*,High School,United-States,Non-Government,Adm-clerical,<=50K
Male,*,Married-civ-spouse,Higher education,*,Non-Government,*,<=50K
*,*,*,*,*,Private,*,<=50K
Male,*,Married-civ-spouse,Higher education,*,Non-Government,*,<=50K
Male,*,Married-civ-spouse,Bachelors,United-States,Private,Technical,<=50K
Female,White,*,High School,United-States,Private,Other,<=50K
Male,*,*,*,*,Private,*,<=50K
Male,*,Married-civ-spouse,*,United-States,Government,Technical,>50K
*,*,*,*,*,Private,*,<=50K
*,White,spouse not present,Higher education,United-States,Non-Government,Nontechnical,<=50K
Male,*,Married-civ-spouse,*,United-States,Government,Technical,<=50K
*,*,*,*,*,Private,*,<=50K
*,*,Married-civ-spouse,*,*,Non-Government,*,<=50K
Female,*,*,*,*,Private,*,>50K
Male,White,spouse not present,Higher education,United-States,*,*,>50K
*,White,*,High School,*,Non-Government,*,<=50K
Male,White,Married-civ-spouse,Undergraduate,North America,Non-Government,Tech-support,>50K
*,*,*,*,*,Private,*,<=50K
Male,*,Married-civ-spouse,Higher education,*,Non-Government,*,<=50K
Male,White,Married-civ-spouse,High School,United-States,Non-Government,*,<=50K
*,*,*,*,*,Private,*,<=50K
Male,White,Married-civ-spouse,Higher education,United-States,Private,Nontechnical,<=50K
Male,White,Married-civ-spouse,*,*,*,*,<=50K
Male,*,Married-civ-spouse,Higher education,*,Non-Government,*,>50K
Male,*,*,*,*,Private,*,<=50K
*,*,*,*,*,Private,*,<=50K
Female,*,spouse not present,Undergraduate,*,Private,*,<=50K
Female,White,*,High School,United-States,Non-Government,Adm-clerical,>50K
Male,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Exec-managerial,>50K
Male,White,spouse not present,Some-college,North America,Private,*,<=50K
Female,Black,*,*,United-States,*,*,<=50K
Male,White,Married-civ-spouse,Undergraduate,United-States,Self-emp-not-inc,Nontechnical,>50K
*,*,*,*,*,Private,*,<=50K
Male,White,Married-civ-spouse,Some-college,United-States,Private,Prof-specialty,<=50K
Male,*,*,*,*,Private,*,<=50K
Male,*,Married-civ-spouse,Higher education,*,Non-Government,*,<=50K
Female,White,spouse not present,High School,North America,Private,Other-service,<=50K
Male,*,*,*,United-States,*,*,<=50K
Male,*,*,*,*,Private,*,<=50K
Male,*,Married-civ-spouse,Higher education,*,Non-Government,*,<=50K
Female,White,Married-civ-spouse,High School,North America,Non-Government,Other-service,<=50K
Male,White,Married-civ-spouse,*,North America,Non-Government,Nontechnical,<=50K
Female,White,*,High School,United-States,*,*,>50K
Female,White,*,*,United-States,Non-Government,*,<=50K
Male,*,*,*,United-States,*,*,>50K
Male,*,Married-civ-spouse,Higher education,*,Non-Government,*,<=50K
Male,*,*,*,*,Private,*,<=50K
Female,White,*,*,*,*,*,>50K
Male,*,Married-civ-spouse,Higher education,*,Non-Government,*,<=50K
Female,*,spouse not present,Undergraduate,*,Private,*,<=50K
Female,*,spouse not present,*,United-States,Non-Government,*,<=50K
Male,White,Married-civ-spouse,Higher education,North America,*,Other,>50K
Male,White,Never-married,Undergraduate,United-States,*,*,<=50K
Male,*,Married-civ-spouse,Higher education,*,Non-Government,*,>50K
Male,White,spouse present,Some-college,United-States,Private,*,>50K
Female,*,spouse not present,Higher education,*,*,Nontechnical,<=50K
Male,Black,spouse not present,*,North America,*,*,<=50K
Male,White,Married-civ-spouse,Graduate,United-States,Private,Exec-managerial,>50K
Male,White,Married-civ-spouse,Bachelors,*,Private,Exec-managerial,>50K
Female,White,spouse not present,Higher education,United-States,Non-Government,*,<=50K
Female,White,spouse not present,Higher education,United-States,Non-Government,*,<=50K
Male,White,Never-married,High School,*,Private,*,<=50K
Male,White,Married-civ-spouse,HS-grad,United-States,Non-Government,Craft-repair,>50K
Male,*,*,High School,*,Private,*,<=50K
Female,*,spouse not present,*,North America,*,Adm-clerical,<=50K
Male,White,Married-civ-spouse,*,North America,Non-Government,Nontechnical,<=50K
Male,White,spouse not present,Higher education,*,Non-Government,Nontechnical,<=50K
Male,*,Married-civ-spouse,Higher education,*,Non-Government,*,>50K
Male,White,*,*,North America,Non-Government,Other,>50K
Female,White,*,Undergraduate,North America,Private,Nontechnical,<=50K
Female,*,spouse not present,High School,United-States,Private,Technical,<=50K
Male,White,Married-civ-spouse,*,North America,Non-Government,Nontechnical,<=50K
Male,*,Married-civ-spouse,*,United-States,Non-Government,*,<=50K
Male,*,*,*,United-States,*,*,>50K
Male,White,spouse present,Some-college,United-States,Private,*,<=50K
Male,White,Never-married,High School,*,Private,*,<=50K
Female,*,spouse not present,Undergraduate,*,Private,*,<=50K
Male,White,Married-civ-spouse,Bachelors,*,Private,Exec-managerial,<=50K
Male,*,spouse not present,*,*,Non-Government,*,<=50K
Male,White,Married-civ-spouse,Bachelors,United-States,Government,Technical,>50K
*,Black,spouse not present,*,North America,*,*,<=50K
Female,White,spouse present,Higher education,North America,Non-Government,Nontechnical,>50K
Female,*,spouse not present,Undergraduate,*,Private,*,<=50K
Male,*,Married-civ-spouse,Higher education,*,Non-Government,*,>50K
Male,*,*,*,*,Private,*,<=50K
Female,*,Never-married,*,*,Non-Government,Nontechnical,<=50K
