sex,race,marital-status,education,native-country,workclass,occupation,salary-class
Male,*,Never-married,Higher education,United-States,Government,*,<=50K
Male,*,Married-civ-spouse,Higher education,*,Non-Government,Exec-managerial,<=50K
Male,White,spouse not present,*,North America,Non-Government,Nontechnical,<=50K
Male,Black,*,*,*,Private,*,<=50K
Female,*,*,*,North America,Private,*,<=50K
Female,*,Married-civ-spouse,Higher education,United-States,Non-Government,*,<=50K
*,*,spouse not present,High School,North America,Private,*,<=50K
Male,White,*,*,*,Self-emp-not-inc,Nontechnical,>50K
Female,White,*,*,North America,Private,Technical,>50K
Male,White,Married-civ-spouse,Bachelors,North America,*,Exec-managerial,>50K
Male,Black,Married-civ-spouse,*,*,Non-Government,*,>50K
*,*,Married-civ-spouse,Higher education,*,Government,Technical,>50K
Female,*,spouse not present,Higher education,United-States,Private,*,<=50K
Male,*,*,Higher education,United-States,Non-Government,Nontechnical,<=50K
Male,*,Married-civ-spouse,High School,North America,Non-Government,*,<=50K
Male,White,Never-married,HS-grad,United-States,Self-emp-not-inc,Other,<=50K
Male,*,Never-married,High School,United-States,Non-Government,*,<=50K
Male,White,Married-civ-spouse,High School,United-States,Non-Government,Nontechnical,<=50K
*,*,spouse not present,*,*,Non-Government,*,>50K
Male,White,Married-civ-spouse,Graduate,North America,Non-Government,Prof-specialty,>50K
*,*,spouse not present,High School,North America,Private,*,<=50K
Male,Black,Married-civ-spouse,High School,*,Government,*,<=50K
Male,White,Married-civ-spouse,High School,United-States,Private,Other,<=50K
Female,*,spouse not present,*,North America,Non-Government,*,<=50K
Male,*,Married-civ-spouse,Higher education,United-States,Government,*,>50K
Male,*,Never-married,High School,United-States,Non-Government,*,<=50K
Male,White,spouse not present,*,North America,Non-Government,Nontechnical,<=50K
Male,White,Married-civ-spouse,High School,*,Non-Government,*,<=50K
Male,*,Never-married,*,United-States,Government,Other,<=50K
Male,*,*,Higher education,United-States,Non-Government,Nontechnical,<=50K
Male,*,spouse not present,Higher education,*,*,Nontechnical,<=50K
Male,White,Married-civ-spouse,Higher education,United-States,Federal-gov,Other,<=50K
Male,*,Married-civ-spouse,Higher education,North America,*,*,<=50K
Male,White,Never-married,High School,North America,Non-Government,*,<=50K
Male,White,Never-married,Undergraduate,North America,Private,Technical,<=50K
Female,White,spouse present,HS-grad,United-States,Private,Other,<=50K
Male,White,*,Professional Education,United-States,Non-Government,Technical,<=50K
Male,*,Married-civ-spouse,9th,United-States,Private,*,<=50K
*,White,Married-civ-spouse,Higher education,*,Non-Government,*,<=50K
Male,White,*,Undergraduate,*,Non-Government,*,<=50K
Female,White,*,HS-grad,North America,Private,*,<=50K
Male,White,Never-married,*,North America,*,Nontechnical,<=50K
Male,*,*,*,United-States,Government,Technical,>50K
Male,White,Married-civ-spouse,High School,*,Non-Government,*,<=50K
*,*,*,*,*,Non-Government,*,<=50K
*,*,Married-civ-spouse,Higher education,*,Government,Technical,<=50K
Male,White,Never-married,Higher education,*,Private,Prof-specialty,<=50K
Female,*,*,Some-college,North America,Private,Nontechnical,<=50K
Female,*,Married-civ-spouse,*,North America,Non-Government,*,>50K
Male,White,spouse not present,Higher education,*,Government,Nontechnical,>50K
Male,White,spouse not present,High School,United-States,Non-Government,Nontechnical,<=50K
Male,White,*,Undergraduate,*,Non-Government,*,>50K
Male,White,Married-civ-spouse,Primary School,North America,*,*,<=50K
Male,White,spouse present,Higher education,North America,Non-Government,Other,<=50K
*,White,*,High School,*,Non-Government,Adm-clerical,<=50K
Male,White,Married-civ-spouse,High School,*,Non-Government,*,<=50K
Male,White,Married-civ-spouse,Higher education,North America,Private,Nontechnical,<=50K
Male,White,spouse present,HS-grad,United-States,Private,Transport-moving,<=50K
Male,White,Married-civ-spouse,Graduate,North America,Non-Government,Prof-specialty,>50K
Male,White,*,Undergraduate,*,Non-Government,*,<=50K
Male,White,Married-civ-spouse,High School,*,Non-Government,*,<=50K
Female,White,spouse not present,*,*,Private,Other,<=50K
Female,White,Married-civ-spouse,High School,United-States,Non-Government,Other,>50K
Male,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Exec-managerial,>50K
Male,White,*,Undergraduate,*,Non-Government,*,<=50K
Female,*,spouse not present,*,North America,Private,Sales,<=50K
Male,White,Married-civ-spouse,Undergraduate,United-States,Self-emp-not-inc,Sales,>50K
Male,White,Never-married,Undergraduate,North America,Private,Technical,<=50K
Male,White,*,Undergraduate,*,Non-Government,*,<=50K
Male,White,Never-married,High School,North America,Private,Other,<=50K
Male,White,Married-civ-spouse,Higher education,United-States,Non-Government,Other,<=50K
Female,White,spouse not present,High School,United-States,Non-Government,*,<=50K
Male,White,Married-civ-spouse,High School,North America,Government,*,<=50K
Male,White,spouse not present,High School,United-States,Non-Government,Nontechnical,<=50K
Male,White,Married-civ-spouse,Undergraduate,North America,Non-Government,Other-service,<=50K
Female,White,Married-civ-spouse,High School,United-States,Non-Government,Other,<=50K
Male,White,Married-civ-spouse,High School,United-States,Non-Government,Nontechnical,<=50K
Female,*,spouse not present,*,North America,Non-Government,*,>50K
Female,White,Divorced,*,United-States,Private,Sales,<=50K
