sex,race,marital-status,education,native-country,workclass,occupation,salary-class
Male,*,*,*,United-States,Government,*,<=50K
*,*,Married-civ-spouse,*,*,Non-Government,*,<=50K
Male,White,spouse not present,HS-grad,*,Private,Nontechnical,<=50K
Male,*,Married-civ-spouse,*,*,Non-Government,*,<=50K
Female,*,*,*,North America,*,*,<=50K
Female,White,spouse present,*,*,Non-Government,*,<=50K
Female,Black,spouse not present,High School,North America,Non-Government,*,<=50K
Male,*,Married-civ-spouse,High School,United-States,Non-Government,Nontechnical,>50K
Female,*,spouse not present,Higher education,United-States,Non-Government,Technical,>50K
*,*,Married-civ-spouse,*,*,Non-Government,*,>50K
Male,*,Married-civ-spouse,*,*,*,*,>50K
*,Asian-Pac-Islander,*,*,*,*,*,>50K
*,*,spouse not present,*,North America,Non-Government,*,<=50K
*,*,spouse not present,*,*,*,*,<=50K
Male,*,*,*,*,Non-Government,*,<=50K
Male,*,spouse not present,*,United-States,Non-Government,Other,<=50K
Male,White,*,*,*,Non-Government,*,<=50K
Male,*,*,*,*,Non-Government,*,<=50K
Female,White,spouse not present,*,United-States,Non-Government,Nontechnical,>50K
*,*,Married-civ-spouse,*,*,Non-Government,*,>50K
Female,*,spouse not present,High School,United-States,Private,*,<=50K
*,*,*,*,United-States,*,*,<=50K
Male,*,*,*,*,Non-Government,*,<=50K
Female,White,spouse not present,High School,*,Non-Government,*,<=50K
Male,White,*,*,*,*,*,>50K
Male,White,*,*,*,Non-Government,*,<=50K
Male,White,spouse not present,HS-grad,*,Private,Nontechnical,<=50K
Male,*,*,*,North America,Non-Government,Technical,<=50K
Male,*,*,*,United-States,Government,*,<=50K
*,*,spouse not present,*,*,*,*,<=50K
Male,*,*,Higher education,North America,*,*,<=50K
*,White,Married-civ-spouse,Higher education,*,*,Adm-clerical,<=50K
Male,*,*,Higher education,North America,*,*,<=50K
Male,White,*,*,*,Non-Government,*,<=50K
Male,White,*,*,*,Non-Government,*,<=50K
Female,White,*,High School,North America,Private,Adm-clerical,<=50K
*,*,Married-civ-spouse,*,*,Non-Government,*,<=50K
*,*,Married-civ-spouse,High School,United-States,Non-Government,*,<=50K
*,*,Married-civ-spouse,*,*,Non-Government,*,<=50K
*,*,Married-civ-spouse,*,*,Non-Government,*,<=50K
Female,White,spouse not present,High School,*,*,Other,<=50K
*,*,*,High School,North America,Private,Handlers-cleaners,<=50K
Male,*,Married-civ-spouse,*,*,*,*,>50K
*,*,Married-civ-spouse,High School,United-States,Non-Government,*,<=50K
