sex,race,marital-status,education,native-country,workclass,occupation,salary-class
Male,*,Never-married,Higher education,North America,Government,Other,<=50K
Male,White,*,*,*,*,*,<=50K
Male,White,spouse not present,High School,North America,Non-Government,*,<=50K
Male,*,*,*,United-States,*,*,<=50K
*,Black,*,Higher education,North America,Private,*,<=50K
Female,*,*,*,*,Private,*,<=50K
Female,*,*,High School,North America,Private,Other,<=50K
Male,*,Married-civ-spouse,*,United-States,Self-emp-not-inc,*,>50K
Female,White,Never-married,Masters,United-States,Private,Technical,>50K
Male,White,Married-civ-spouse,Bachelors,North America,Private,Nontechnical,>50K
Male,Black,Married-civ-spouse,Higher education,North America,Private,Nontechnical,>50K
Male,*,*,Higher education,*,Government,*,>50K
Female,White,Never-married,Bachelors,United-States,Private,Adm-clerical,<=50K
Male,*,*,*,North America,Private,*,<=50K
Male,*,Married-civ-spouse,High School,North America,Private,Other,<=50K
Male,White,Never-married,High School,United-States,Non-Government,Other,<=50K
Male,White,spouse not present,High School,*,Non-Government,Technical,<=50K
Male,White,*,High School,United-States,Private,*,<=50K
Female,*,spouse not present,*,United-States,*,Nontechnical,>50K
Male,White,*,*,*,*,*,>50K
Female,*,spouse not present,*,United-States,Non-Government,Other,<=50K
Male,Black,Married-civ-spouse,*,*,Government,Other,<=50K
Male,White,Married-civ-spouse,High School,North America,*,Other,<=50K
Female,White,Divorced,High School,United-States,Non-Government,*,<=50K
Male,White,*,Higher education,United-States,Government,*,>50K
Male,White,Never-married,High School,United-States,Non-Government,Technical,<=50K
Male,White,spouse not present,High School,North America,Non-Government,*,<=50K
Male,White,Married-civ-spouse,*,North America,Private,Technical,<=50K
Male,White,Never-married,Higher education,United-States,Government,Other,<=50K
Male,*,*,*,North America,Private,*,<=50K
Male,*,spouse not present,*,North America,Private,*,<=50K
Male,*,*,Higher education,United-States,Government,Other,<=50K
Male,*,*,Higher education,United-States,Government,Other,<=50K
Male,White,Never-married,High School,*,Private,*,<=50K
Male,White,Never-married,Undergraduate,United-States,Private,Machine-op-inspct,<=50K
Female,*,*,*,North America,Private,*,<=50K
Male,White,*,*,*,*,*,<=50K
Male,White,Married-civ-spouse,High School,North America,Non-Government,Technical,<=50K
Male,White,*,*,*,*,*,<=50K
Male,White,*,*,*,*,*,<=50K
Female,White,*,*,*,Non-Government,*,<=50K
Male,White,spouse not present,High School,North America,Non-Government,*,<=50K
Male,*,Married-civ-spouse,*,North America,*,*,>50K
Male,White,Married-civ-spouse,High School,North America,Non-Government,Technical,<=50K
Female,*,spouse not present,*,United-States,*,Nontechnical,<=50K
Male,White,*,Higher education,United-States,Government,*,<=50K
Male,*,*,Higher education,*,Private,Technical,<=50K
Female,*,*,Higher education,North America,Private,Nontechnical,<=50K
Female,White,Married-civ-spouse,*,North America,Non-Government,*,>50K
Male,White,spouse not present,Higher education,*,Government,*,>50K
Male,White,spouse not present,High School,United-States,Non-Government,Nontechnical,<=50K
Male,White,*,*,*,*,*,>50K
Male,*,*,Primary School,*,Non-Government,Technical,<=50K
Male,*,*,*,North America,Private,*,<=50K
Male,White,Married-civ-spouse,High School,*,Non-Government,Other,<=50K
Male,White,Married-civ-spouse,High School,North America,Non-Government,Technical,<=50K
Male,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,<=50K
Male,White,Married-civ-spouse,High School,*,Non-Government,Other,<=50K
Male,White,*,*,*,*,*,>50K
Male,White,Divorced,Higher education,United-States,Private,Technical,<=50K
Male,White,Married-civ-spouse,High School,North America,Non-Government,Technical,<=50K
Female,*,spouse not present,*,*,Private,Other,<=50K
Female,*,*,*,North America,Private,*,>50K
Male,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Exec-managerial,>50K
Male,*,*,Higher education,*,Private,Technical,<=50K
Female,Black,spouse not present,Higher education,*,Private,*,<=50K
Male,White,*,*,*,*,*,>50K
Male,White,Never-married,Undergraduate,United-States,Private,Machine-op-inspct,<=50K
Male,White,Married-civ-spouse,Some-college,United-States,Private,Prof-specialty,<=50K
Male,White,Never-married,HS-grad,North America,Private,Other,<=50K
Male,*,*,*,North America,Private,*,<=50K
*,*,Never-married,High School,*,Private,*,<=50K
*,*,*,High School,United-States,Government,Other,<=50K
Male,White,spouse not present,High School,North America,Non-Government,*,<=50K
Male,*,*,*,North America,Private,*,<=50K
Female,*,*,*,North America,Private,*,<=50K
Male,White,*,High School,United-States,Private,*,<=50K
*,*,Divorced,HS-grad,United-States,Non-Government,Craft-repair,>50K
Female,*,*,HS-grad,*,Non-Government,*,<=50K
*,*,*,High School,United-States,Government,Other,>50K
Male,White,Married-civ-spouse,Masters,United-States,Private,Technical,<=50K
Male,White,spouse not present,High School,North America,Non-Government,*,<=50K
